sitio,fecha,tra.par,no.esp.p,codigo.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,observador,comentarios
V4,2011-01-27,P6,p0050,hys.jas,46,1,2,3,2,2,.,.,.,.,.,.,.,.,.,.,92,Diego y Nydia,
V4,2011-01-27,P6,p0061,phi.gil,1,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,Diego y Nydia,
V4,2011-01-27,T1,p0006,men.dec,2,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego y Nydia,
V4,2011-01-27,T1,p0017,sal.gil,44,8,43,12,13,25,.,.,.,.,.,.,.,.,.,.,888.8,Diego y Nydia,
V4,2011-01-27,T1,p0019,aca.ser,32,10000,37000,1030,900,15000,.,.,.,.,.,.,.,.,.,.,409152,Diego y Nydia,
V4,2011-01-27,T1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,Diego y Nydia,2 individuos
V4,2011-01-27,T1,p0034,lar.div,5,14.5,6,4,1,8,.,.,.,.,.,.,.,.,.,.,33.5,Diego y Nydia,
V4,2011-01-27,T1,p0039,pro.cun,1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Diego y Nydia,
V4,2011-01-27,T1,p0052,oxy.ova,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Diego y Nydia,
V4,2011-01-27,T2,p0006,men.dec,12,1,1,1,1,4,1,3,2,.,.,.,.,.,.,.,21,Diego y Nydia,
V4,2011-01-27,T2,p0019,aca.ser,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5704,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-01-27,T2,p0061,phi.gil,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,207,Diego y Nydia,Revisar numero de flores a partir de promedios. Enredadera
V19,2011-02-04,total,p0052,oxy.ova,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0004,hel.don,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0006,men.dec,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0009,sen.aph,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0010,ste.gil,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0011,lyc.chi,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0017,sal.gil,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0018,bud.men,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0019,aca.ser,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0028,sol.ela,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0036,lec.het,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0048,fab.pec,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0054,sph.min,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0061,phi.gil,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0088,lip.tur,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0097,mon.dyc,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V19,2011-02-04,total,p0101,hof.er2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0006,men.dec,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0010,ste.gil,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0019,aca.ser,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0040,ros.sp1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0043,tri.can,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0047,dyp.gla,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,flor rosa muy perfumada. Solo se registra para especie en flor
V20,2011-02-04,total,p0047,dyp.gla,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0050,hys.jas,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0053,sol.atr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0088,lip.tur,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0098,ant.maj,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0069,senecio sp,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V20,2011-02-04,total,p0134,tag.sp1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia y Georgina,Solo se registra para especie en flor
V1,2011-03-11,P1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Diego,
V1,2011-03-11,P1,p0025,thy.pen,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-03-11,P1,p0127,sol.kur,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego,Revisar numero de flores a partir de promedios
V1,2011-03-11,P1,p0127,sol.kur,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Diego y Nydia,
V1,2011-03-11,P2,p0003,zuc.pun,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,Revisar numero de flores a partir de promedios
V1,2011-03-11,P2,p0004,hel.don,2,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
V1,2011-03-11,P2,p0006,men.dec,3,5,3,1,.,.,.,.,.,.,.,.,.,.,.,.,9,Nydia,
V1,2011-03-11,P2,p0014,art.men,23,120,40,180,1300,2000,.,.,.,.,.,.,.,.,.,.,16744,Nydia,
V1,2011-03-11,P2,p0019,aca.ser,29,15,32,132,20,320,.,.,.,.,.,.,.,.,.,.,3010.2,Nydia,
V1,2011-03-11,P2,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,369,369,Nydia,20 individuos
V1,2011-03-11,P2,p0050,hys.jas,20,3,4,1,2,3,.,.,.,.,.,.,.,.,.,.,52,Nydia,
V1,2011-03-11,P2,p0131,gut.sp1,5,15,6,12,2,10,.,.,.,.,.,.,.,.,.,.,45,Nydia,
V1,2011-03-11,P2,p0128,lig.cun,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,papas
V1,2011-03-11,P2,p0053,sol.atr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,29,Nydia,
V1,2011-03-11,P2,p0052,oxy.ova,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Nydia,
V1,2011-03-11,P5,p0128,lig.cun,2,3,10,.,.,.,.,.,.,.,.,.,.,.,.,.,13,Diego,
V1,2011-03-11,P5,p0128,lig.cun,2,3,10,.,.,.,.,.,.,.,.,.,.,.,.,.,13,Diego y Nydia,
V1,2011-03-11,P5,p0127,sol.kur,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego,Muchas
V1,2011-03-11,P5,p0127,sol.kur,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,muchas
V1,2011-03-11,P6,p0003,zuc.pun,2,130,10,.,.,.,.,.,.,.,.,.,.,.,.,.,140,Nydia,
V1,2011-03-11,P6,p0004,hel.don,2,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V1,2011-03-11,P6,p0006,men.dec,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2011-03-11,P6,p0019,aca.ser,80,300,2020,140,310,350,.,.,.,.,.,.,.,.,.,.,49920,Nydia,
V1,2011-03-11,P6,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109,109,Nydia,20 individuos
V1,2011-03-11,P6,p0050,hys.jas,39,2,1,1,2,1,.,.,.,.,.,.,.,.,.,.,54.6,Nydia,
V1,2011-03-11,T1,p0003,zuc.pun,2,30,5,.,.,.,.,.,.,.,.,.,.,.,.,.,35,Nydia,
V1,2011-03-11,T1,p0004,hel.don,5,3,1,7,3,4,.,.,.,.,.,.,.,.,.,.,18,Nydia,
V1,2011-03-11,T1,p0006,men.dec,11,5,1,1,2,2,.,.,.,.,.,.,.,.,.,.,24.2,Nydia,
V1,2011-03-11,T1,p0011,lyc.chi,3,6,2,10,.,.,.,.,.,.,.,.,.,.,.,.,18,Nydia,
V1,2011-03-11,T1,p0019,aca.ser,97,5,32,140,300,18,.,.,.,.,.,.,.,.,.,.,9603,Nydia,
V1,2011-03-11,T1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,70,Nydia,36 individuos
V1,2011-03-11,T1,p0036,lec.het,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2011-03-11,T1,p0050,hys.jas,105,8,9,6,3,4,.,.,.,.,.,.,.,.,.,.,630,Nydia,
V1,2011-03-11,T1,p0133,bac.sal,1,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,Nydia,
V1,2011-03-11,T2,p0004,hel.don,3,3,3,9,.,.,.,.,.,.,.,.,.,.,.,.,15,Nydia,
V1,2011-03-11,T2,p0006,men.dec,30,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,30,Nydia,
V1,2011-03-11,T2,p0011,lyc.chi,1,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,Nydia,
V1,2011-03-11,T2,p0019,aca.ser,115,136,12,170,300,350,.,.,.,.,.,.,.,.,.,.,22264,Nydia,
V1,2011-03-11,T2,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,83,Nydia,24 individuos
V1,2011-03-11,T2,p0050,hys.jas,32,2,2,2,3,4,.,.,.,.,.,.,.,.,.,.,83.2,Nydia,
V1,2011-03-11,T2,p0053,sol.atr,2,5,9,.,.,.,.,.,.,.,.,.,.,.,.,.,14,Nydia,
V4,2011-03-11,P1,p0003,zuc.pun,1,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Diego,
V4,2011-03-11,P1,p0003,zuc.pun,1,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Diego y Nydia,
V4,2011-03-11,P1,p0015,cer.arv,2,12,15,.,.,.,.,.,.,.,.,.,.,.,.,.,27,Diego,
V4,2011-03-11,P1,p0019,aca.ser,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,Diego,Revisar numero de flores a partir de promedios
V4,2011-03-11,P1,p0019,aca.ser,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-03-11,P1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,50,Diego,
V4,2011-03-11,P1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,50,Diego y Nydia,
V4,2011-03-11,P1,p0050,hys.jas,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
V4,2011-03-11,P1,p0050,hys.jas,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego y Nydia,
V4,2011-03-11,P1,p0131,gut.sp1,2,12,15,.,.,.,.,.,.,.,.,.,.,.,.,.,27,Diego y Nydia,
V4,2011-03-11,P1,p0127,sol.kur,3,10,5,16,.,.,.,.,.,.,.,.,.,.,.,.,31,Diego,
V4,2011-03-11,P1,p0127,sol.kur,3,10,5,16,.,.,.,.,.,.,.,.,.,.,.,.,31,Diego y Nydia,
V4,2011-03-11,P2,p0011,lyc.chi,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Diego y Nydia,
V4,2011-03-11,P2,p0017,sal.gil,11,40,30,85,15,10,.,.,.,.,.,.,.,.,.,.,396,Diego y Nydia,
V4,2011-03-11,P2,p0019,aca.ser,4,70,50,30,150,.,.,.,.,.,.,.,.,.,.,.,300,Diego y Nydia,
V4,2011-03-11,P2,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,85,Diego y Nydia,7 individuos
V4,2011-03-11,P2,p0054,sph.min,8,6,5,3,12,5,17,.,.,.,.,.,.,.,.,.,64,Diego y Nydia,
V4,2011-03-11,P2,p0053,sol.atr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,66,Diego y Nydia,
V4,2011-03-11,P2,p0052,oxy.ova,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,50,Diego y Nydia,
V4,2011-03-11,P2,p0127,sol.kur,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,230,230,Diego y Nydia,
V4,2011-03-11,P5,p0014,art.men,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-03-11,P5,p0019,aca.ser,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,Diego,Revisar numero de flores a partir de promedios
V4,2011-03-11,P5,p0019,aca.ser,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-03-11,P5,p0054,sph.min,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V4,2011-03-11,P5,p0054,sph.min,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego y Nydia,
V4,2011-03-11,P5,p0014,art.men,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2184,Diego,Revisar numero de flores a partir de promedios
V4,2011-03-11,P5,p0004,hel.don,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego,
V4,2011-03-11,P5,p0052,oxy.ova,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego,Revisar numero de flores a partir de promedios
V4,2011-03-11,P5,p0052,oxy.ova,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-03-11,P5,p0127,sol.kur,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V4,2011-03-11,P5,p0127,sol.kur,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-03-11,P6,p0003,zuc.pun,1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Diego y Nydia,
V4,2011-03-11,P6,p0006,men.dec,4,1,2,3,6,.,.,.,.,.,.,.,.,.,.,.,12,Diego y Nydia,
V4,2011-03-11,P6,p0019,aca.ser,54,14,27,16,7,11,.,.,.,.,.,.,.,.,.,.,810,Diego y Nydia,
V4,2011-03-11,P6,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,24,Diego y Nydia,7 individuos
V4,2011-03-11,P6,p0050,hys.jas,40,1,4,1,2,8,.,.,.,.,.,.,.,.,.,.,128,Diego y Nydia,
V4,2011-03-11,P6,p0131,gut.sp1,1,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,Diego y Nydia,
V4,2011-03-11,T1,p0006,men.dec,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego y Nydia,
V4,2011-03-11,T1,p0011,lyc.chi,2,20,36,.,.,.,.,.,.,.,.,.,.,.,.,.,56,Diego y Nydia,
V4,2011-03-11,T1,p0017,sal.gil,37,25,10,6,125,99,.,.,.,.,.,.,.,.,.,.,1961,Diego y Nydia,
V4,2011-03-11,T1,p0019,aca.ser,66,320,50,150,30,350,.,.,.,.,.,.,.,.,.,.,11880,Diego y Nydia,
V4,2011-03-11,T1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Diego y Nydia,
V4,2011-03-11,T1,p0053,sol.atr,8,7,15,5,8,2,.,.,.,.,.,.,.,.,.,.,59.2,Diego y Nydia,
V4,2011-03-11,T1,p0052,oxy.ova,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,16,Diego y Nydia,
V4,2011-03-11,T1,p0127,sol.kur ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1438,1438,Diego y Nydia,manchon grande
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.,,,
