sitio,tra.par,fecha,semana,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,realizador,comentarios
V13,T2,2008-10-16,2,p0050,hys.jas,Hysterionica,jassionoide,5,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,7,Erica Stevani,
V13,T2,2008-10-16,2,p0002,jun.asp,Junellia ,aspera ,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Erica Stevani,
V13,T2,2008-10-16,2,p0036,lec.het,Lecanophora,heterophylla,9,2,2,1,2,1,3,4,5,.,.,.,.,.,.,.,23,Erica Stevani,
V13,T2,2008-10-16,2,p0007,lyc.ten,Lycium ,tenuispinosum  ,6,13,1,1,1,6,4,.,.,.,.,.,.,.,.,.,26,Erica Stevani,
V13,T2,2008-10-16,2,p0069,sen.gil,.,.,4,18,65,14,40,.,.,.,.,.,.,.,.,.,.,.,137,Erica Stevani,
V13,T2,2008-10-16,2,p0054,sph.min,Spharealcea,miniata,3,13,1,1,.,.,.,.,.,.,.,.,.,.,.,.,15,Erica Stevani,
V13,T2,2008-10-16,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,716,716,Erica Stevani,
V1,1,2008-10-17,2,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,24,Erica Stevani,
V1,1,2008-10-17,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Erica Stevani,
V1,1,2008-10-17,2,p0035,lar.nit,Larrea,nitida,4,128,350,67,36,.,.,.,.,.,.,.,.,.,.,.,581,Erica Stevani,
V1,1,2008-10-17,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,Erica Stevani,
V1,1,2008-10-17,2,p0042,spa.jun,Spartium,junceum,2,80,480,.,.,.,.,.,.,.,.,.,.,.,.,.,560,Erica Stevani,
V1,3,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,4,4,8,16,4,.,.,.,.,.,.,.,.,.,.,.,32,Erica Stevani,
V1,3,2008-10-17,2,p0059,des.sp1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Erica Stevani,
V1,3,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,31,Erica Stevani,
V1,4,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,6,4,16,32,20,35,56,.,.,.,.,.,.,.,.,.,163,Erica Stevani,
V1,4,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,44,Erica Stevani,
V1,6,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,2,20,40,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Diego Vázquez,
V1,6,2008-10-17,2,p0021,sch.fas,Schinus,aff. fasciculata ,1,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,Diego Vázquez,
V1,6,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,250,250,Diego Vázquez,
V1,T1,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,7,4,6,3,10,4,2,6,.,.,.,.,.,.,.,.,35,Erica Stevani,
V1,T1,2008-10-17,2,p0009,sen.aph,Senna ,aphylla ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V1,T1,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,70,Erica Stevani,
V1,T2,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,4,54,14,28,6,.,.,.,.,.,.,.,.,.,.,.,102,Erica Stevani,
V1,T2,2008-10-17,2,p0035,lar.nit,Larrea,nitida,1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Erica Stevani,
V1,T2,2008-10-17,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,Erica Stevani,
V1,T2,2008-10-17,2,p0069,sen.gil,.,.,1,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Erica Stevani,
V1,T2,2008-10-17,2,p0054,sph.min,Spharealcea,miniata,4,4,1,1,5,.,.,.,.,.,.,.,.,.,.,.,11,Erica Stevani,
V1,T2,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,35,Erica Stevani,
V2,7,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,4,900,1100,15,25,.,.,.,.,.,.,.,.,.,.,.,2040,Erica Stevani,
V2,7,2008-10-17,2,capelina.l,capelina.l,.,.,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Erica Stevani,
V2,7,2008-10-17,2,p0059,des.sp1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,58,Erica Stevani,
V2,7,2008-10-17,2,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Erica Stevani,
V2,7,2008-10-17,2,p0054,sph.min,Spharealcea,miniata,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Erica Stevani,
V2,7,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Erica Stevani,
V2,9,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,9,400,300,100,300,200,100,100,50,400,.,.,.,.,.,.,1950,Diego Vázquez,
V2,9,2008-10-17,2,p0059,des.sp1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Diego Vázquez,
V2,9,2008-10-17,2,p0011,lyc.chi,Lycium ,chilense ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego Vázquez,
V2,9,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,800,800,Diego Vázquez,
V2,10,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,14,40,150,250,200,20,100,40,60,120,50,.,.,.,.,.,1442,Diego Vázquez,
V2,10,2008-10-17,2,p0026,alo.gra,Aloyssia ,gratissima ,1,170,.,.,.,.,.,.,.,.,.,.,.,.,.,.,170,Diego Vázquez,
V2,10,2008-10-17,2,p0071,gla.sp2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,18,Diego Vázquez,
V2,10,2008-10-17,2,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,Diego Vázquez,
V2,10,2008-10-17,2,p0069,sen.gil,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego Vázquez,
V2,10,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1000,1000,Diego Vázquez,
V2,12,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,20,100,50,160,110,200,500,50,20,400,500,.,.,.,.,.,4180,Natacha Chacoff,
V2,12,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,20,150,50,30,100,50,30,.,.,.,.,.,.,.,.,.,1367,Natacha Chacoff,"No se contaron las flores de esta parcela, sino que se tomÃ³ lo contado en las transectas de esa fecha"
V2,12,2008-10-17,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,15,Natacha Chacoff,
V2,12,2008-10-17,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Natacha Chacoff,30 flores x inflo
V2,12,2008-10-17,2,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2240,2240,Natacha Chacoff,
V2,12,2008-10-17,2,p0009,sen.aph,Senna ,aphylla ,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Natacha Chacoff,
V2,12,2008-10-17,2,p0054,sph.min,Spharealcea,miniata,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Natacha Chacoff,
V2,12,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,785,785,Natacha Chacoff,
V2,T1,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,4,70,110,200,500,.,.,.,.,.,.,.,.,.,.,.,880,Natacha Chacoff,
V2,T1,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,6,150,50,30,100,50,30,.,.,.,.,.,.,.,.,.,410,Natacha Chacoff,
V2,T1,2008-10-17,2,p0059,des.sp1,.,.,4,6,4,2,.,.,.,.,.,.,.,.,.,.,.,.,16,Natacha Chacoff,
V2,T1,2008-10-17,2,p0091,hel.sp2,.,.,1,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,Natacha Chacoff,Blanca
V2,T1,2008-10-17,2,p0050,hys.jas,Hysterionica,jassionoide,3,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,4,Natacha Chacoff,
V2,T1,2008-10-17,2,p0036,lec.het,Lecanophora,heterophylla,3,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,3,Natacha Chacoff,
V2,T1,2008-10-17,2,p0011,lyc.chi,Lycium ,chilense ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Natacha Chacoff,
V2,T1,2008-10-17,2,p0006,men.dec,Menodora ,decemfida ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Natacha Chacoff,
V2,T1,2008-10-17,2,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,878,878,Natacha Chacoff,
V2,T1,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,965,965,Natacha Chacoff,
V2,T2,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Erica Stevani,
V2,T2,2008-10-17,2,p0015,cer.arv,Cerastium ,arvense,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,105,105,Erica Stevani,
V2,T2,2008-10-17,2,p0036,lec.het,Lecanophora,heterophylla,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V2,T2,2008-10-17,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,Erica Stevani,7floresxinflo
V2,T2,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,213,213,Erica Stevani,
V2,T2,2008-10-17,2,p0105,ver.pol,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V4,19,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,9,50,150,800,50,70,50,100,50,.,.,.,.,.,.,.,1485,Erica Stevani,
V4,19,2008-10-17,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Erica Stevani,
V4,19,2008-10-17,2,p0050,hys.jas,Hysterionica,jassionoide,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Erica Stevani,
V4,19,2008-10-17,2,p0050,hys.jas,Hysterionica,jassionoide,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,15,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,19,2008-10-17,2,p0034,lar.div,Larrea,divaricata,3,95,11,62,.,.,.,.,.,.,.,.,.,.,.,.,168,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,19,2008-10-17,2,p0006,men.dec,Menodora ,decemfida ,39,3,1,2,9,3,5,11,1,1,4,.,.,.,.,.,156,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,19,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,420,420,Erica Stevani,
V4,19,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,207,207,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,19,2008-10-17,2,p0003,zuc.pun,Zuccagnia ,punctata ,0.25,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,21,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,2,500,10,.,.,.,.,.,.,.,.,.,.,.,.,.,510,Natacha Chacoff,
V4,21,2008-10-17,2,p0026,alo.gra,Aloyssia ,gratissima ,2,3,30,.,.,.,.,.,.,.,.,.,.,.,.,.,33,Natacha Chacoff,
V4,21,2008-10-17,2,p0046,arj.lon,Arjona,longifolia,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Natacha Chacoff,
V4,21,2008-10-17,2,capelina.l,capelina.l,.,.,3,3,2,2,.,.,.,.,.,.,.,.,.,.,.,.,7,Natacha Chacoff,
V4,21,2008-10-17,2,p0059,des.sp1,.,.,5,3,3,2,3,2,.,.,.,.,.,.,.,.,.,.,13,Natacha Chacoff,
V4,21,2008-10-17,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Natacha Chacoff,
V4,21,2008-10-17,2,p0004,hel.don,Helenium ,donianum,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,70,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,21,2008-10-17,2,p0091,hel.sp2,.,.,2,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Natacha Chacoff,Celeste ?
V4,21,2008-10-17,2,p0091,hel.sp2,.,.,18,15,11,10,41,3,4,4,12,6,8,6,2,.,.,.,183,Natacha Chacoff,Blanca
V4,21,2008-10-17,2,p0034,lar.div,Larrea,divaricata,10.25,7,90,36,31,70,29,36,2,67,300,161,.,.,.,.,772,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,21,2008-10-17,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Natacha Chacoff,5 flores x inflo
V4,21,2008-10-17,2,p0079,pol.ste,.,.,1,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,Natacha Chacoff,
V4,21,2008-10-17,2,p017,sal.gil,.,.,2,4,1,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Natacha Chacoff,
V4,21,2008-10-17,2,spergula,spergula,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,Natacha Chacoff,
V4,21,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,Natacha Chacoff,
V4,22,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,6,65,125,58,25,4,10,.,.,.,.,.,.,.,.,.,287,Erica Stevani,
V4,22,2008-10-17,2,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,170,170,Erica Stevani,
V4,22,2008-10-17,2,p0034,lar.div,Larrea,divaricata,11.5,42,109,150,12,32,46,1,3,100,20,90,.,.,.,.,633,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,22,2008-10-17,2,p0036,lec.het,Lecanophora,heterophylla,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V4,22,2008-10-17,2,p0006,men.dec,Menodora ,decemfida ,16,3,4,9,6,2,11,2,2,5,1,.,.,.,.,.,72,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,22,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,22,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,263,263,Erica Stevani,
V4,22,2008-10-17,2,p0003,zuc.pun,Zuccagnia ,punctata ,0.25,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,24,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,2,320,18,.,.,.,.,.,.,.,.,.,.,.,.,.,338,Erica Stevani,
V4,24,2008-10-17,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Erica Stevani,
V4,24,2008-10-17,2,p0102,lap.red,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25,Erica Stevani,
V4,24,2008-10-17,2,p0034,lar.div,Larrea,divaricata,7.75,107,60,175,250,8,21,20,13,.,.,.,.,.,.,.,634,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,24,2008-10-17,2,p0006,men.dec,Menodora ,decemfida ,5,2,4,1,3,1,.,.,.,.,.,.,.,.,.,.,11,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,24,2008-10-17,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,55,Erica Stevani,
V4,24,2008-10-17,2,p0054,sph.min,Spharealcea,miniata,1,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,Erica Stevani,
V4,24,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25,Erica Stevani,
V4,24,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,24,2008-10-17,2,p0003,zuc.pun,Zuccagnia ,punctata ,1,3000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3000,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T1,2008-10-17,2,p0026,alo.gra,Aloyssia ,gratissima ,2,150,24,.,.,.,.,.,.,.,.,.,.,.,.,.,174,Erica Stevani,
V4,T1,2008-10-17,2,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,54,Erica Stevani,
V4,T1,2008-10-17,2,p0059,des.sp1,.,.,4,6,18,6,2,.,.,.,.,.,.,.,.,.,.,.,32,Erica Stevani,
V4,T1,2008-10-17,2,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,63,Erica Stevani,
V4,T1,2008-10-17,2,p0004,hel.don,Helenium ,donianum ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T1,2008-10-17,2,p0102,lap.red,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,85,Erica Stevani,
V4,T1,2008-10-17,2,p0034,lar.div,Larrea,divaricata,5.75,650,70,300,25,400,300,350,70,120,52,300,.,.,.,.,1378,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T1,2008-10-17,2,p0006,men.dec,Menodora ,decemfida ,8,2,2,18,10,6,3,6,7,.,.,.,.,.,.,.,54,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T1,2008-10-17,2,p0037,opu.sul,Opuntia,sulphurea,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T1,2008-10-17,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Erica Stevani,
V4,T1,2008-10-17,2,p017,sal.gil,.,.,1,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T1,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,Erica Stevani,
V4,T1,2008-10-17,2,p0043,tri.can,Trichocereus,candicans,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Erica Stevani,
V4,T1,2008-10-17,2,p0105,ver.pol,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,15,Erica Stevani,
V4,T2,2008-10-17,2,p0019,aca.ser,Acantholippia ,seriphioides ,13,500,200,10,10,50,100,100,50,70,800,100,.,.,.,.,2352,Erica Stevani,
V4,T2,2008-10-17,2,p0026,alo.gra,Aloyssia ,gratissima ,1.25,52,600,.,.,.,.,.,.,.,.,.,.,.,.,.,408,Erica Stevani,
V4,T2,2008-10-17,2,p0004,hel.don,Helenium ,donianum ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T2,2008-10-17,2,p0034,lar.div,Larrea,divaricata,6,11,26,70,200,30,80,22,14,.,.,.,.,.,.,.,340,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T2,2008-10-17,2,p0006,men.dec,Menodora ,decemfida ,10,22,2,6,2,3,4,1,1,29,9,.,.,.,.,.,79,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T2,2008-10-17,2,p0037,opu.sul,Opuntia,sulphurea,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V4,T2,2008-10-17,2,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,62,Erica Stevani,35floresxinflo
V4,T2,2008-10-17,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,60,Erica Stevani,
V4,T2,2008-10-17,2,p0003,zuc.pun,Zuccagnia ,punctata ,0.5,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Silvia Lomáscolo,"Se olvidÃ³ de anotar, supones que es esta fecha"
V10,55,2008-10-20,2,p0019,aca.ser,Acantholippia ,seriphioides ,46,120,80,500,115,90,210,240,20,100,.,.,.,.,.,.,7539,Anahí Miner,
V10,55,2008-10-20,2,p0071,gla.sp2,.,.,1,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,Anahí Miner,
V10,55,2008-10-20,2,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V10,55,2008-10-20,2,p0002,jun.asp,Junellia ,aspera ,5,350,32,120,75,320,.,.,.,.,.,.,.,.,.,.,897,Anahí Miner,
V10,55,2008-10-20,2,p0036,lec.het,Lecanophora,heterophylla,31,1,1,2,2,3,2,1,1,3,4,.,.,.,.,.,62,Anahí Miner,
V10,55,2008-10-20,2,p0007,lyc.ten,Lycium ,tenuispinosum  ,4.25,44,3,21,14,80,.,.,.,.,.,.,.,.,.,.,138,Anahí Miner,
V10,55,2008-10-20,2,p0069,sen.gil,.,.,1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Anahí Miner,
V10,55,2008-10-20,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1610,1610,Anahí Miner,
V10,57,2008-10-20,2,p0019,aca.ser,Acantholippia ,seriphioides ,6,150,15,800,100,60,2000,.,.,.,.,.,.,.,.,.,3125,Anahí Miner,
V10,57,2008-10-20,2,p0071,gla.sp2,.,.,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Anahí Miner,
V10,57,2008-10-20,2,p0036,lec.het,Lecanophora,heterophylla,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Anahí Miner,
V10,57,2008-10-20,2,p0011,lyc.chi,Lycium ,chilense ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V10,57,2008-10-20,2,p0007,lyc.ten,Lycium ,tenuispinosum  ,4,2,15,1,8,.,.,.,.,.,.,.,.,.,.,.,26,Anahí Miner,
V10,57,2008-10-20,2,p0065,men.alb,.,.,7,1,2,3,1,1,3,3,1,.,.,.,.,.,.,.,13,Anahí Miner,
V10,57,2008-10-20,2,p0006,men.dec,Menodora ,decemfida ,2,8,33,.,.,.,.,.,.,.,.,.,.,.,.,.,41,Anahí Miner,
V10,57,2008-10-20,2,p0054,sph.min,Spharealcea,miniata,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Anahí Miner,
V10,57,2008-10-20,2,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,505,505,Anahí Miner,
V10,58,2008-10-20,2,p0019,aca.ser,Acantholippia ,seriphioides ,4,500,350,1000,1000,.,.,.,.,.,.,.,.,.,.,.,2850,Jimena Dorado,
V10,58,2008-10-20,2,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,80,Jimena Dorado,
V10,58,2008-10-20,2,p0071,gla.sp2,.,.,3,15,60,50,.,.,.,.,.,.,.,.,.,.,.,.,125,Jimena Dorado,
V10,58,2008-10-20,2,p0004,hel.don,Helenium ,donianum ,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Jimena Dorado,
V10,58,2008-10-20,2,p0002,jun.asp,Junellia ,aspera ,2,70,40,.,.,.,.,.,.,.,.,.,.,.,.,.,110,Jimena Dorado,
V10,58,2008-10-20,2,p0036,lec.het,Lecanophora,heterophylla,5,1,1,1,1,3,.,.,.,.,.,.,.,.,.,.,7,Jimena Dorado,
V10,58,2008-10-20,2,p0011,lyc.chi,Lycium ,chilense ,3,10,2,35,.,.,.,.,.,.,.,.,.,.,.,.,47,Jimena Dorado,
V10,58,2008-10-20,2,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Jimena Dorado,
V10,58,2008-10-20,2,p0065,men.alb,.,.,4,1,10,3,2,.,.,.,.,.,.,.,.,.,.,.,16,Jimena Dorado,
V10,58,2008-10-20,2,p0072,pla.pat,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Jimena Dorado,
V10,58,2008-10-20,2,p0120,yuyo,.,.,6,15,50,30,21,3,30,.,.,.,.,.,.,.,.,.,149,Jimena Dorado,
V10,60,2008-10-20,2,p0019,aca.ser,Acantholippia ,seriphioides ,4,20,200,100,200,.,.,.,.,.,.,.,.,.,.,.,520,Jimena Dorado,
