Genero.especie,Nombre_aceptado_GBIF,Nombre_aceptado_rWCVP,Nombre_aceptado_WFO,Comparacion_tres_fuentes,Detalle_comparacion
Eupatorium.purpureum,Eupatorium purpureum,,Eupatorium purpureum,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Eupatorium.sessilifolium,Eupatorium sessilifolium,Eupatorium sessilifolium,Eupatorium sessilifolium,Coinciden,Coinciden las tres fuentes
Eupatorium.coelestinum,Eupatorium coelestinum,Conoclinium coelestinum,Conoclinium coelestinum,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Eupatorium.odoratum,,,Chromolaena odorata,Revisar,Falta resultado en una o más fuentes
Eupatorium.subhastatum,Chromolaena hirsuta,Chromolaena hirsuta,Chromolaena hirsuta,Coinciden,Coinciden las tres fuentes
Eupatorium.perfoliatum,Eupatorium perfoliatum,Eupatorium perfoliatum,Eupatorium perfoliatum,Coinciden,Coinciden las tres fuentes
Eupatorium.chinense,Eupatorium chinense,Eupatorium chinense,Eupatorium chinense,Coinciden,Coinciden las tres fuentes
Eupatorium.altissimum,Eupatorium altissimum,,Eupatorium altissimum,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Eupatorium.lindleyanum,Eupatorium lindleyanum,Eupatorium lindleyanum,Eupatorium lindleyanum,Coinciden,Coinciden las tres fuentes
Eupatorium.urticaefolium,,,Praxelis pauciflora,Revisar,Falta resultado en una o más fuentes
Eupatorium.squarrulosum,,Chromolaena squarrulosa,Chromolaena squarroso-ramosa,Revisar,Falta resultado en una o más fuentes
Euphorbia.acanthothamnos,Euphorbia acanthothamnos,Euphorbia acanthothamnos,Euphorbia acanthothamnos,Coinciden,Coinciden las tres fuentes
Euphorbia.hyssopifolia,Euphorbia hyssopifolia,Euphorbia hyssopifolia,Euphorbia hyssopifolia,Coinciden,Coinciden las tres fuentes
Euphorbia.obtusifolia,,,Euphorbia lamarckii,Revisar,Falta resultado en una o más fuentes
Euphorbia.pyrifolia,Euphorbia pyrifolia,Euphorbia pyrifolia,Euphorbia pyrifolia,Coinciden,Coinciden las tres fuentes
Euphorbia.preslii,,,Euphorbia nutans,Revisar,Falta resultado en una o más fuentes
Euphorbia.portulacoides,Euphorbia portulacoides,Euphorbia portulacoides,Euphorbia portulacoides,Coinciden,Coinciden las tres fuentes
Euphorbia.cyathophora,Euphorbia heterophylla var. cyathophora,Euphorbia heterophylla var. cyathophora,Euphorbia heterophylla var. cyathophora,Coinciden,Coinciden las tres fuentes
Euphorbia.corollata,Euphorbia corollata,Euphorbia corollata,Euphorbia corollata,Coinciden,Coinciden las tres fuentes
Euphorbia.heterophylla,Euphorbia heterophylla,,Euphorbia heterophylla,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Euphorbia.segatalis,,Euphorbia segetalis,Euphorbia segetalis,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Euphorbia.canariensis,Euphorbia canariensis,Euphorbia canariensis,Euphorbia canariensis,Coinciden,Coinciden las tres fuentes
Euphrasia.zelandica,Euphrasia zelandica,Euphrasia zelandica,Euphrasia zelandica,Coinciden,Coinciden las tres fuentes
Euphrasia.maximowiczii,Euphrasia maximowiczii,Euphrasia maximowiczii,Euphrasia maximowiczii,Coinciden,Coinciden las tres fuentes
Euphrasia.officinalis,Euphrasia officinalis,Euphrasia officinalis,Euphrasia officinalis,Coinciden,Coinciden las tres fuentes
Euphrasia.collina,Euphrasia collina,Euphrasia collina,Euphrasia collina,Coinciden,Coinciden las tres fuentes
Euphrasia.revoluta,Euphrasia revoluta,Euphrasia revoluta,Euphrasia revoluta,Coinciden,Coinciden las tres fuentes
Euptelea.polyandra,Euptelea polyandra,Euptelea polyandra,Euptelea polyandra,Coinciden,Coinciden las tres fuentes
Eurya.japonica,Eurya japonica,Eurya japonica,Eurya japonica,Coinciden,Coinciden las tres fuentes
Euscaphis.japonica,Staphylea japonica,Staphylea japonica,Staphylea japonica,Coinciden,Coinciden las tres fuentes
Eusteratis.yatabeana,,Pogostemon yatabeanus,Pogostemon yatabeanus,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Evolvulus.nummularius,Evolvulus nummularius,Evolvulus nummularius,Evolvulus nummularius,Coinciden,Coinciden las tres fuentes
Evonymus.atropurpureus,,,Euonymus atropurpureus,Revisar,Falta resultado en una o más fuentes
Excoecaria.benthiamiana,,Excoecaria benthamiana,Excoecaria benthamiana,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Fagonia.albiflora,Fagonia scabra,Zygophyllum scabrum,Zygophyllum scabrum,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Farfugium.joponicum,,Farfugium japonicum,Farfugium japonicum,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Fatsia.japonica,Fatsia japonica,Fatsia japonica,Fatsia japonica,Coinciden,Coinciden las tres fuentes
Faujasiopsis.flexuosa.ssp.erecta,Faujasiopsis flexuosa subsp. erecta,Faujasiopsis flexuosa subsp. erecta,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Faujasiopsis.flexuosa,Faujasiopsis flexuosa,Faujasiopsis flexuosa,Faujasia flexuosa,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Filipendula.ulmaria,Filipendula ulmaria,Filipendula ulmaria,Filipendula ulmaria,Coinciden,Coinciden las tres fuentes
Filipendula.multifuga,,Filipendula multijuga,Filipendula multijuga,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Flagellaria.indica,Flagellaria indica,Flagellaria indica,Flagellaria indica,Coinciden,Coinciden las tres fuentes
Foeniculum.vulgare,Foeniculum vulgare,Foeniculum vulgare,Foeniculum vulgare,Coinciden,Coinciden las tres fuentes
Forsythia.suspensa,Forsythia suspensa,Forsythia suspensa,Forsythia suspensa,Coinciden,Coinciden las tres fuentes
Fragaria.vesca,Fragaria vesca,Fragaria vesca,Fragaria vesca,Coinciden,Coinciden las tres fuentes
Fragaria.nipponica,Fragaria nipponica,Fragaria nipponica,Fragaria nipponica,Coinciden,Coinciden las tres fuentes
Fragaria.virginiana.illinoensis,Fragaria virginiana subsp. grayana,Fragaria virginiana subsp. grayana,Fragaria virginiana,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Frasera.speciosa,Frasera speciosa,Frasera speciosa,Frasera speciosa,Coinciden,Coinciden las tres fuentes
Frasera.carolinensis,Frasera carolinensis,Frasera caroliniensis,Frasera caroliniensis,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Fraxinus.americanus,Fraxinus americana,Fraxinus americana,Fraxinus americana,Coinciden,Coinciden las tres fuentes
Fraxinus.griffithii,Fraxinus griffithii,Fraxinus griffithii,Fraxinus griffithii,Coinciden,Coinciden las tres fuentes
Freesia.refracta,Freesia refracta,Freesia refracta,Freesia refracta,Coinciden,Coinciden las tres fuentes
Freesia.sp1.M.PL.036,,,,Revisar,Sin resultados en las tres fuentes
Fritillaria.graeca,Fritillaria graeca,Fritillaria graeca,Fritillaria graeca,Coinciden,Coinciden las tres fuentes
Fumana.arabica,Fumana arabica,Fumana arabica,Fumana arabica,Coinciden,Coinciden las tres fuentes
Fumana.thymifolia,Fumana thymifolia,Fumana thymifolia,Fumana thymifolia,Coinciden,Coinciden las tres fuentes
Fumaria.amarysia,Fumaria judaica subsp. amarysia,Fumaria judaica subsp. amarysia,Fumaria judaica subsp. amarysia,Coinciden,Coinciden las tres fuentes
Gaertnera.sp1.M.PL.079,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.sp1.M.PL.066,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.sp1.M.PL.082,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.sp1.M.PL.078,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.sp1.M.PL.080,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.sp1.M.PL.068,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.psychotrioides.edentata,,,Gaertnera psychotrioides,Revisar,Falta resultado en una o más fuentes
Gaertnera.sp1.M.PL.067,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.sp1.M.PL.070,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.rotundifolia,Gaertnera rotundifolia,Gaertnera rotundifolia,Gaertnera rotundifolia,Coinciden,Coinciden las tres fuentes
Gaertnera.sp1.M.PL.077,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.petrinensis,Gaertnera edentata,Gaertnera edentata,Gaertnera edentata,Coinciden,Coinciden las tres fuentes
Gaertnera.sp1.M.PL.069,,,,Revisar,Sin resultados en las tres fuentes
Gaertnera.sp1.M.PL.081,,,,Revisar,Sin resultados en las tres fuentes
Gagea.granatelli,Gagea granatelli,Gagea granatellii,Gagea granatelli,Revisar,Coinciden GBIF y WFO; rWCVP es diferente
Galactea.striata,,Galactia striata,Galactia striata,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Galactites.tomentosa,Galactites tomentosa,Galactites tomentosus,Galactites tomentosa,Revisar,Coinciden GBIF y WFO; rWCVP es diferente
Galactophora.schomburgkiana,Galactophora schomburgkiana,Galactophora schomburgkiana,Galactophora schomburgkiana,Coinciden,Coinciden las tres fuentes
Galium.aperine,,Galium aparine,Galium aparine,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Galium.palustre,Galium palustre,,Galium palustre,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Galium.trifidum,Galium trifidum,Galium trifidum,Galium trifidum,Coinciden,Coinciden las tres fuentes
Galium.saxatile,Galium saxatile,Galium saxatile,Galium saxatile,Coinciden,Coinciden las tres fuentes
Galium.boreale,Galium boreale,,Galium boreale,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Galium.perpusillum,,,Asperula perpusilla,Revisar,Falta resultado en una o más fuentes
Galium.verum,Galium verum,Galium verum,Galium verum,Coinciden,Coinciden las tres fuentes
Galium.japonicum,Galium japonicum,,Galium japonicum,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Galium.propinquum,Galium propinquum,Galium propinquum,Galium propinquum,Coinciden,Coinciden las tres fuentes
Galvezia.leucantha,Galvezia leucantha,Galvezia leucantha,Galvezia leucantha,Coinciden,Coinciden las tres fuentes
Galvezia.leucantha.pubescen,,Galvezia leucantha subsp. leucantha,Galvezia leucantha,Revisar,Falta resultado en una o más fuentes
Gamochaeta.argentina,Gamochaeta argentina,Gamochaeta argentina,Gamochaeta argentina,Coinciden,Coinciden las tres fuentes
Gamochaeta.stachydifolia,Gamochaeta stachidifolia,Gamochaeta stachidifolia,Gamochaeta stachydifolia,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Gastonia.crassa,Polyscias crassa,Polyscias crassa,Polyscias crassa,Coinciden,Coinciden las tres fuentes
Gastonia.mauritiana,Polyscias maraisiana,Polyscias maraisiana,Polyscias maraisiana,Coinciden,Coinciden las tres fuentes
Gaultheria.phillyreifolia,Gaultheria phillyreifolia,Gaultheria phillyreifolia,Gaultheria phillyreifolia,Coinciden,Coinciden las tres fuentes
Gaultheria.mucronata,Gaultheria mucronata,,Gaultheria mucronata,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Gaura.biennis,Oenothera gaura,Oenothera gaura,Oenothera gaura,Coinciden,Coinciden las tres fuentes
Gavilea.odoratissima,Gavilea odoratissima,Gavilea odoratissima,Gavilea odoratissima,Coinciden,Coinciden las tres fuentes
Gaylussacia.baccata,Gaylussacia baccata,Gaylussacia baccata,Gaylussacia baccata,Coinciden,Coinciden las tres fuentes
Gelasine.azurea,Gelasine elongata,Gelasine elongata,Gelasine elongata,Coinciden,Coinciden las tres fuentes
Geniostoma.borbonicum,Geniostoma borbonicum,Geniostoma borbonicum,Geniostoma borbonicum,Coinciden,Coinciden las tres fuentes
Genista.anglica,Genista anglica,Genista anglica,Genista anglica,Coinciden,Coinciden las tres fuentes
Gentiana.andrewsii,Gentiana andrewsii,Gentiana andrewsii,Gentiana andrewsii,Coinciden,Coinciden las tres fuentes
Gentiana.corymbifera,Gentianella corymbifera,Gentianella corymbifera,Gentianella corymbifera,Coinciden,Coinciden las tres fuentes
Gentiana.puberula,,,Gentiana pubigera,Revisar,Falta resultado en una o más fuentes
Gentiana.zollingeri,Gentiana zollingeri,Gentiana zollingeri,Gentiana zollingeri,Coinciden,Coinciden las tres fuentes
Gentiana.parryi,Gentiana parryi,Gentiana parryi,Gentiana parryi,Coinciden,Coinciden las tres fuentes
Gentiana.montana,,,Gentianella montana,Revisar,Falta resultado en una o más fuentes
Gentianella.diemensis,Gentianella diemensis,Gentianella diemensis,Gentianella diemensis,Coinciden,Coinciden las tres fuentes
Geoffroea.spinosa,Geoffroea spinosa,,Geoffroea spinosa,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Geranium.shikokianum,Geranium shikokianum,Geranium shikokianum,Geranium shikokianum,Coinciden,Coinciden las tres fuentes
Geranium.rotundifolium,Geranium rotundifolium,Geranium rotundifolium,Geranium rotundifolium,Coinciden,Coinciden las tres fuentes
Geranium.caespitosum,Geranium caespitosum,,Geranium caespitosum,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Geranium.richardsoni,Geranium richardsonii,Geranium richardsonii,Geranium richardsonii,Coinciden,Coinciden las tres fuentes
Geranium.robertianum,Geranium robertianum,Geranium robertianum,Geranium robertianum,Coinciden,Coinciden las tres fuentes
Geranium.canariense,,,Geranium reuteri,Revisar,Falta resultado en una o más fuentes
Geranium.dissectum,Geranium dissectum,Geranium dissectum,Geranium dissectum,Coinciden,Coinciden las tres fuentes
Geranium.nepalense,Geranium nepalense,Geranium nepalense,Geranium nepalense,Coinciden,Coinciden las tres fuentes
Geranium.carolinianum,Geranium carolinianum,Geranium carolinianum,Geranium carolinianum,Coinciden,Coinciden las tres fuentes
Geranium.eriostemon.,,,Geranium platyanthum,Revisar,Falta resultado en una o más fuentes
Geranium.maculatum,Geranium maculatum,Geranium maculatum,Geranium maculatum,Coinciden,Coinciden las tres fuentes
Gerardia.genistifolia,Agalinis genistifolia,Agalinis genistifolia,Agalinis genistifolia,Coinciden,Coinciden las tres fuentes
Gerardia.grandiflora,Aureolaria grandiflora,Aureolaria grandiflora,Aureolaria grandiflora,Coinciden,Coinciden las tres fuentes
Gerardia.purpurea,,Agalinis purpurea,Agalinis purpurea,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Gerardia.tenuifolia,Agalinis tenuifolia,Agalinis tenuifolia,Agalinis tenuifolia,Coinciden,Coinciden las tres fuentes
Gerardia.auriculata,Agalinis auriculata,Agalinis auriculata,Agalinis auriculata,Coinciden,Coinciden las tres fuentes
Geum.japonicum,Geum japonicum,Geum japonicum,Geum japonicum,Coinciden,Coinciden las tres fuentes
Geum.rivale,Geum rivale,Geum rivale,Geum rivale,Coinciden,Coinciden las tres fuentes
Geum.canadense,Geum canadense,Geum canadense,Geum canadense,Coinciden,Coinciden las tres fuentes
Geum.uniflorum,Geum uniflorum,Geum uniflorum,Geum uniflorum,Coinciden,Coinciden las tres fuentes
Geum.vernum,Geum vernum,Geum vernum,Geum vernum,Coinciden,Coinciden las tres fuentes
Geum.rossii.,Geum rossii,Geum rossii,Geum rossii,Coinciden,Coinciden las tres fuentes
Gevuina.avellana,Gevuina avellana,Gevuina avellana,Gevuina avellana,Coinciden,Coinciden las tres fuentes
Gilia.aggregata,Ipomopsis aggregata subsp. aggregata,Ipomopsis aggregata,Ipomopsis aggregata,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Gillenia.stipulacea,Gillenia stipulata,Gillenia stipulata,Gillenia stipulata,Coinciden,Coinciden las tres fuentes
Glandularia.dissecta,Verbena dissecta,Verbena dissecta,Verbena dissecta,Coinciden,Coinciden las tres fuentes
Glechoma.hederacea,Glechoma hederacea,Glechoma hederacea,Glechoma hederacea,Coinciden,Coinciden las tres fuentes
Gleditsia.triacanthos,Gleditsia triacanthos,Gleditsia triacanthos,Gleditsia triacanthos,Coinciden,Coinciden las tres fuentes
Glionnetia.sericea,Glionnetia sericea,Glionnetia sericea,Glionnetia sericea,Coinciden,Coinciden las tres fuentes
Globularia.alypum,Globularia alypum,Globularia alypum,Globularia alypum,Coinciden,Coinciden las tres fuentes
Glochidion.obovatum,Glochidion obovatum,Glochidion obovatum,Glochidion obovatum,Coinciden,Coinciden las tres fuentes
Glochidion.acuminatum,Glochidion acuminatum,Glochidion acuminatum,Glochidion acuminatum,Coinciden,Coinciden las tres fuentes
Glochidion.zeylanicum,Glochidion zeylanicum,Glochidion zeylanicum,Glochidion zeylanicum,Coinciden,Coinciden las tres fuentes
Gnaphalium.polycephalum,,,Gnaphalium polycephalum,Revisar,Falta resultado en una o más fuentes
Gnaphalium.cheirantifolium,,,Gnaphalium cheiranthifolium,Revisar,Falta resultado en una o más fuentes
Gomphrena.perennis,Gomphrena perennis,Gomphrena perennis,Gomphrena perennis,Coinciden,Coinciden las tres fuentes
Gonolobus.laevis,Cynanchum laeve,Cynanchum laeve,Cynanchum laeve,Coinciden,Coinciden las tres fuentes
Gonzalagunia.hirsuta,Gonzalagunia hirsuta,Gonzalagunia hirsuta,Gonzalagunia hirsuta,Coinciden,Coinciden las tres fuentes
Gossypium.sp1.M.PL.026,,,,Revisar,Sin resultados en las tres fuentes
Gossypium.barbadense,Gossypium barbadense,Gossypium barbadense,Gossypium barbadense,Coinciden,Coinciden las tres fuentes
Grangeria.borbonica,Grangeria borbonica,Grangeria borbonica,Grangeria borbonica,Coinciden,Coinciden las tres fuentes
Gratiola.virginiana,Gratiola virginiana,Gratiola virginiana,Gratiola virginiana,Coinciden,Coinciden las tres fuentes
Grindelia.chiloensis,Grindelia chiloensis,Grindelia chiloensis,Grindelia chiloensis,Coinciden,Coinciden las tres fuentes
Grindelia.buphtalmoides,Grindelia buphthalmoides,Grindelia buphthalmoides,Grindelia buphthalmoides,Coinciden,Coinciden las tres fuentes
Guarea.swartzii,,Guarea glabra subsp. glabra,Guarea glabra,Revisar,Falta resultado en una o más fuentes
Guazuma.ulmifolia,Guazuma ulmifolia,Guazuma ulmifolia,Guazuma ulmifolia,Coinciden,Coinciden las tres fuentes
Guettarda.scabra,Guettarda scabra,Guettarda scabra,Guettarda scabra,Coinciden,Coinciden las tres fuentes
Gymnadenia.conopsea,Gymnadenia conopsea,Gymnadenia conopsea,Gymnadenia conopsea,Coinciden,Coinciden las tres fuentes
Gymnocalycium.reductum,Gymnocalycium reductum,Gymnocalycium reductum,Gymnocalycium reductum,Coinciden,Coinciden las tres fuentes
Gymnocladus.dioica,Gymnocladus dioicus,Gymnocladus dioicus,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Habenaria.leucophaea,Platanthera leucophaea,Platanthera leucophaea,Platanthera leucophaea,Coinciden,Coinciden las tres fuentes
Habranthus.andersoni,Zephyranthes tubispatha,Zephyranthes tubispatha,Habranthus tubispathus,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Habranthus.gracilifolius,Zephyranthes gracilifolia,Zephyranthes gracilifolia,Habranthus gracilifolius,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Halimium.commutatum,Halimium calycinum,Cistus calycinus,Cistus calycinus,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Halimium.halimifolium,Halimium halimifolium,Cistus halimifolius,Cistus halimifolius,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Haplopappus.sericeus,,,Noticastrum sericeum,Revisar,Falta resultado en una o más fuentes
Haplopappus.chysanthemifolius,,Haplopappus chrysanthemifolius,Haplopappus chrysanthemifolius,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Harungana.madagascariensis,Harungana madagascariensis,Harungana madagascariensis,Harungana madagascariensis,Coinciden,Coinciden las tres fuentes
Hebe.odora,Veronica odora,Veronica odora,Veronica odora,Coinciden,Coinciden las tres fuentes
Hebe.salicifolia,Veronica salicifolia,Veronica salicifolia,Veronica salicifolia,Coinciden,Coinciden las tres fuentes
Hebe.epacridea,Veronica epacridea,Veronica epacridea,Veronica epacridea,Coinciden,Coinciden las tres fuentes
Hebe.pinguifolia,Veronica pinguifolia,Veronica pinguifolia,Veronica pinguifolia,Coinciden,Coinciden las tres fuentes
Hebe.brachysiphon,Veronica brachysiphon,Veronica brachysiphon,Veronica brachysiphon,Coinciden,Coinciden las tres fuentes
Hebe.subalpina,Veronica subalpina,Veronica subalpina,Veronica subalpina,Coinciden,Coinciden las tres fuentes
Hedeoma.pulegioides,Hedeoma pulegioides,Hedeoma pulegioides,Hedeoma pulegioides,Coinciden,Coinciden las tres fuentes
Helenium.autumnale,Helenium autumnale,Helenium autumnale,Helenium autumnale,Coinciden,Coinciden las tres fuentes
