site,year,date,codigo.p,no.esp.p,codigo.i,no.esp.i,obs.time,no.fl.obs,no.fl.visit,observer
V4,2011,NA,thy.pen,p0025,NA,NA,10:19,6,0,julian
V1,2009,2009-10-21,thy.pen,p0025,NA,NA,11:58:00,25,0,belen
V1,2011,2011-10-28,thy.pen,p0025,NA,NA,10:10,20,0,nachu
V1,2009,2009-10-28,thy.pen,p0025,NA,NA,11:21:00,25,0,nachu
V1,2007,2007-11-06,thy.pen,p0025,NA,NA,10:41,50,0,Nachu
V1,2009,2009-10-21,thy.pen,p0025,NA,NA,11:34:00,56,0,nachu
V1,2008,2008-10-10,thy.pen,p0025,NA,NA,12:19:00,5,0,Nachu
V2,2006,2006-10-24,thy.pen,p0025,NA,NA,11:44,125,0,Erica
V1,2011,2011-12-02,thy.pen,p0025,NA,NA,13:01,20,0,nachu
V1,2009,2009-10-28,thy.pen,p0025,NA,NA,13:14:00,90,0,nachu
V2,2006,2006-10-24,thy.pen,p0025,NA,NA,14:59,5,0,Erica
V4,2008,2008-10-17,thy.pen,p0025,bombil3,i0069,10:36:00,43,2,Nachu
V4,2011,2011-10-28,thy.pen,p0025,com.ful,i0059,12:04,45,9,nachu
V1,2008,2008-11-11,thy.pen,p0025,NA,NA,11:36:00,40,0,Nachu
V1,2009,2009-10-21,thy.pen,p0025,NA,NA,12:13:00,40,0,rocio
V1,2007,2007-10-29,thy.pen,p0025,NA,NA,15:50,70,0,Nachu
V1,2009,2009-10-12,thy.pen,p0025,NA,NA,13:07:00,11,0,Belen-rocio
V4,2009,2009-10-21,thy.pen,p0025,NA,NA,10:00:00,9,0,rocio
V1,2009,2009-10-19,thy.pen,p0025,NA,NA,10:45:00,100,0,rocio
V1,2009,2009-10-07,thy.pen,p0025,NA,NA,10:28:00,2,0,Belen-rocio
V4,2008,2008-10-31,thy.pen,p0025,NA,NA,09:28:00,6,0,Nachu
V4,2009,2009-11-04,thy.pen,p0025,NA,NA,09:47:00,16,0,Nachu
V1,2009,2009-10-26,thy.pen,p0025,NA,NA,10:39:00,15,0,Rocio
V4,2011,2011-12-06,thy.pen,p0025,NA,NA,13:00:00,10,0,silvia
V4,2009,2009-10-28,thy.pen,p0025,NA,NA,10:05:00,30,0,Belen
V1,2007,2007-10-25,thy.pen,p0025,NA,NA,12:01,44,0,Nachu
V4,2008,2008-11-18,thy.pen,p0025,dih.sp1,i0031,11:34:00,80,5,Nachu
V4,2008,2008-10-28,thy.pen,p0025,cop.ari,i0044,13:22:00,150,10,Diego
V1,2010,2010-10-22,thy.pen,p0025,syr.sp1,i0045,10:50,5,5,silvia
V1,2008,2008-10-21,thy.pen,p0025,NA,NA,12:34:00,25,0,Nachu
V1,2010,2010-10-22,thy.pen,p0025,cam.pun,i0128,10:27,11,1,silvia
V4,2011,2011-11-04,thy.pen,p0025,NA,NA,13:49,8,0,nachu
V1,2008,2008-10-24,thy.pen,p0025,amm.sp1,i0126,13:14:00,50,7,Nachu
V4,2008,2008-11-07,thy.pen,p0025,NA,NA,10:35:00,34,0,Nachu
V1,2007,2007-10-25,thy.pen,p0025,dih.sp1,i0031,11:56,60,3,Nachu
V1,2009,2009-11-05,thy.pen,p0025,NA,NA,11:58:00,50,0,Rocio
V1,2008,2008-10-28,thy.pen,p0025,NA,NA,10:58:00,30,0,Nachu
V1,2008,2008-10-07,alo.gra,p0026,dih.sp1,i0031,14:48:00,60,1,Nachu
V4,2009,2009-10-19,alo.gra,p0026,NA,NA,13:36:00,140,0,nachu
V1,2011,2011-10-11,alo.gra,p0026,cha.sp1,i0062,11:35,800,2,silvia
V4,2011,2011-12-02,alo.gra,p0026,NA,NA,08:13,4000,1,silvia
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,11:02:00,640,6,silvia
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V1,2011,2011-12-02,alo.gra,p0026,aug.sp,i0228,11:30,22000,3,silvia
V1,2011,2011-10-18,alo.gra,p0026,NA,NA,11:20,750,3,nachu
V1,2008,2008-10-21,alo.gra,p0026,cop.sp2,i0052,11:59:00,320,3,Nachu
V1,2010,2010-10-28,alo.gra,p0026,bombil15,i0288,11:31,76,2,silvia
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V4,2011,2011-10-14,alo.gra,p0026,tac.sp21,i0316,12:35:00,800,1,silvia
V4,2011,2011-12-02,alo.gra,p0026,cop.sp2,i0052,08:15,3600,11,nachu
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V1,2011,2011-12-02,alo.gra,p0026,NA,NA,11:30,22000,1,silvia
V4,2009,2009-10-28,alo.gra,p0026,cop.sp2,i0052,10:37:00,300,20,nachu
V1,2011,2011-12-02,alo.gra,p0026,cop.sp2,i0052,11:30,22000,1,silvia
V1,2008,2008-10-24,alo.gra,p0026,cop.sp2,i0052,14:45:00,300,2,Nachu
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V1,2009,2009-10-26,alo.gra,p0026,str.eur,i0131,10:23:00,130,3,nachu
V1,2006,2006-10-16,alo.gra,p0026,api.mel,i0070,15:00,79,1,Nachu
V1,2011,2011-10-18,alo.gra,p0026,NA,NA,11:45,600,7,nachu
V1,2009,2009-10-28,alo.gra,p0026,exo.sp1,i0068,12:09:00,100,3,Belen
V4,2010,2010-10-14,alo.gra,p0026,NA,NA,10:22:00,100,0,Nachu
V4,2011,2011-12-02,alo.gra,p0026,NA,NA,09:50,1750,0,silvia
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V1,2011,2011-10-18,alo.gra,p0026,cop.sp2,i0052,11:20,750,3,nachu
V4,2008,2008-12-02,alo.gra,p0026,tac.sp10,i0191,12:42:00,5600,3,Nachu
V1,2011,2011-10-21,alo.gra,p0026,NA,NA,08:45,200,3,silvia
V1,2011,2011-12-02,alo.gra,p0026,api.mel,i0070,11:35,6000,8,nachu
V1,2011,2011-10-11,alo.gra,p0026,cop.sp2,i0052,11:35,800,1,silvia
V1,2010,2010-10-28,alo.gra,p0026,NA,NA,11:41:00,200,0,Nachu
V1,2008,2008-10-24,alo.gra,p0026,bib.sp1,i0137,14:45:00,300,3,Nachu
V1,2008,2008-10-24,alo.gra,p0026,cop.ari,i0044,14:45:00,300,6,Nachu
V4,2011,2011-10-14,alo.gra,p0026,tat.aut,i0076,12:35:00,800,1,silvia
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,08:20,300,35,Diego
V1,2009,2009-10-19,alo.gra,p0026,cop.ari,i0044,09:43:00,150,2,nachu
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,11:26,540,5,nachu
V1,2009,2009-10-26,alo.gra,p0026,cop.ari,i0044,09:45:00,500,6,nachu
V1,2011,2011-11-29,alo.gra,p0026,NA,NA,10:45,600,0,silvia
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V4,2011,2011-10-11,alo.gra,p0026,cha.sp1,i0062,09:44,700,1,silvia
V1,2008,2008-10-10,alo.gra,p0026,api.mel,i0070,12:33:00,1000,24,Nachu
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,09:47,70,25,Diego
V1,2006,2006-10-16,alo.gra,p0026,NA,NA,15:26,100,0,Nachu
V1,2011,2011-10-21,alo.gra,p0026,tac.sp10,i0191,09:28,345,5,nachu
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,08:47,300,52,Diego
V1,2011,2011-10-18,alo.gra,p0026,pir.com,i0132,11:45,600,1,nachu
V1,2011,2011-10-21,alo.gra,p0026,str.eur,i0131,08:56,88,2,nachu
V4,2008,2008-10-17,alo.gra,p0026,syr.sp1,i0045,10:16:00,400,2,Nachu
V1,2011,2011-10-11,alo.gra,p0026,cae.sp1,i0022,13:03,120,1,silvia
V1,2008,2008-10-21,alo.gra,p0026,cop.sp2,i0052,11:59:00,320,3,Nachu
V1,2011,2011-10-21,alo.gra,p0026,tac.sp10,i0191,09:28,345,4,nachu
V4,2009,2009-10-19,alo.gra,p0026,NA,NA,11:26:00,1200,0,nachu
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,11:32,1500,5,nachu
V1,2008,2008-10-21,alo.gra,p0026,NA,NA,12:17:00,150,0,Nachu
V1,2008,2008-10-10,alo.gra,p0026,com.ful,i0059,12:33:00,1000,2,Nachu
V1,2009,2009-10-19,alo.gra,p0026,api.mel,i0070,10:47:00,180,17,nachu
V4,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,12:35:00,800,1,silvia
V4,2009,2009-10-28,alo.gra,p0026,sar.sp1,i0202,09:46:00,80,2,Belen
V1,2011,2011-12-20,alo.gra,p0026,cae.sp1,i0022,08:55,700,3,silvia
V1,2009,2009-10-19,alo.gra,p0026,NA,NA,09:24:00,130,0,Nachu
V1,2011,2011-12-20,alo.gra,p0026,NA,NA,08:55,700,3,silvia
V1,2011,2011-10-18,alo.gra,p0026,cop.ari,i0044,11:20,750,1,nachu
V1,2011,2011-10-28,alo.gra,p0026,cop.sp2,i0052,08:30,180,10,silvia
V1,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,10:11,150,1,Diego
V1,2011,2011-10-21,alo.gra,p0026,tac.sp10,i0191,09:28,345,3,nachu
V1,2011,2011-11-29,alo.gra,p0026,NA,NA,08:25,900,0,silvia
V1,2011,2011-10-21,alo.gra,p0026,NA,NA,08:56,88,7,nachu
V4,2009,2009-10-14,alo.gra,p0026,NA,NA,10:01:00,34,0,Nachu
V1,2011,2011-10-11,alo.gra,p0026,pir.com,i0132,13:03,120,1,silvia
V1,2009,2009-10-14,alo.gra,p0026,cop.sp2,i0052,13:31:00,150,6,rocio
V1,2009,2009-10-21,alo.gra,p0026,cop.ari,i0044,11:35:00,200,1,belen
V4,2011,2011-12-02,alo.gra,p0026,cop.sp2,i0052,08:15,3600,14,nachu
V4,2008,2008-12-02,alo.gra,p0026,aug.sp,i0228,12:42:00,5600,3,Nachu
V4,2009,2009-10-26,alo.gra,p0026,meg.A,i0003,13:54:00,60,2,Belen
V4,2006,2006-10-16,alo.gra,p0026,NA,NA,11:09,46,0,Erica
V1,2011,2011-12-02,alo.gra,p0026,amm.sp1,i0126,11:35,6000,5,nachu
V1,2009,2009-10-26,alo.gra,p0026,str.eur,i0131,10:17:00,360,3,nachu
V1,2011,2011-10-21,alo.gra,p0026,NA,NA,09:28,345,3,nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:40,200,3,Nachu
V4,2011,2011-12-02,alo.gra,p0026,NA,NA,08:13,4000,1,silvia
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,09:26,400,8,Diego
V1,2011,2011-12-02,alo.gra,p0026,api.mel,i0070,11:35,6000,8,nachu
V1,2011,2011-10-18,alo.gra,p0026,NA,NA,11:20,750,2,nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:30,590,2,Nachu
V4,2010,2010-10-28,alo.gra,p0026,NA,NA,10:26:00,160,0,Nachu
V1,2011,2011-12-02,alo.gra,p0026,NA,NA,11:30,22000,3,silvia
V1,2006,2006-10-30,alo.gra,p0026,syr.sp1,i0045,10:25,80,6,Beni
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V4,2011,2011-10-04,alo.gra,p0026,str.eur,i0131,13:44,400,1,silvia
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:40,200,3,Nachu
V4,2008,2008-10-24,alo.gra,p0026,bib.sp1,i0137,10:27:00,200,2,Nachu
V1,2009,2009-10-28,alo.gra,p0026,cop.sp2,i0052,11:48:00,200,10,rocio
V4,2008,2008-10-24,alo.gra,p0026,bib.sp1,i0137,10:27:00,200,1,Nachu
V4,2008,2008-10-24,alo.gra,p0026,cop.sp2,i0052,10:27:00,200,3,Nachu
V4,2008,2008-10-24,alo.gra,p0026,bib.sp1,i0137,10:27:00,200,3,Nachu
V1,2009,2009-10-26,alo.gra,p0026,cop.ari,i0044,09:45:00,500,17,nachu
V4,2010,2010-11-05,alo.gra,p0026,NA,NA,11:06,200,0,silvia
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:40,200,3,Nachu
V4,2008,2008-12-02,alo.gra,p0026,syr.sp6,i0249,12:42:00,5600,1,Nachu
V1,2009,2009-10-28,alo.gra,p0026,meg.A,i0003,13:00:00,100,4,Belen
V4,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,12:35:00,800,3,silvia
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V4,2008,2008-10-24,alo.gra,p0026,bib.sp1,i0137,10:27:00,200,1,Nachu
V1,2006,2006-10-16,alo.gra,p0026,cop.sp2,i0052,16:05,300,1,Nachu
V4,2008,2008-12-02,alo.gra,p0026,amm.sp1,i0126,12:23:00,345,2,Nachu
V1,2011,2011-11-29,alo.gra,p0026,NA,NA,13:33,450,4,silvia
V1,2009,2009-10-28,alo.gra,p0026,str.eur,i0131,11:48:00,200,2,rocio
V1,2011,2011-10-18,alo.gra,p0026,cop.ari,i0044,11:45,600,3,nachu
V1,2006,2006-10-16,alo.gra,p0026,aug.sp,i0228,15:38,60,1,Nachu
V4,2011,2011-12-02,alo.gra,p0026,cop.sp2,i0052,08:15,3600,10,nachu
V1,2011,2011-10-11,alo.gra,p0026,cop.sp2,i0052,11:35,800,1,silvia
V1,2011,2011-12-02,alo.gra,p0026,NA,NA,11:30,22000,6,silvia
V1,2011,2011-10-11,alo.gra,p0026,cop.sp2,i0052,11:35,800,1,silvia
V1,2011,2011-12-02,alo.gra,p0026,aug.sp,i0228,11:30,22000,2,silvia
V1,2011,2011-10-21,alo.gra,p0026,pse.sp,i0167,08:56,88,3,nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,10:02,370,5,Nachu
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,10:11,150,1,Diego
V4,2006,2006-10-30,alo.gra,p0026,NA,NA,11:31,25,0,Erica
V1,2011,2011-10-18,alo.gra,p0026,cop.sp2,i0052,11:45,600,2,nachu
V1,2011,2011-10-11,alo.gra,p0026,cop.sp2,i0052,11:35,800,19,silvia
V1,2006,2006-10-16,alo.gra,p0026,cop.sp2,i0052,16:05,300,3,Nachu
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,08:47,300,20,Diego
V1,2006,2006-10-16,alo.gra,p0026,aug.sp,i0228,15:13,178,1,Nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,10:02,370,1,Nachu
V4,2008,2008-10-24,alo.gra,p0026,bib.sp1,i0137,10:27:00,200,1,Nachu
V1,2011,2011-12-02,alo.gra,p0026,NA,NA,11:30,22000,3,silvia
V4,2011,2011-10-14,alo.gra,p0026,aug.sp,i0228,13:28:00,145,4,silvia
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V1,2009,2009-10-26,alo.gra,p0026,cop.sp2,i0052,09:45:00,500,7,nachu
V1,2011,2011-10-18,alo.gra,p0026,cop.sp2,i0052,11:20,750,3,nachu
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V1,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:47,300,1,Diego
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:30,590,4,Nachu
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,10:50:00,220,17,silvia
V1,2011,2011-10-21,alo.gra,p0026,tac.sp10,i0191,09:28,345,3,nachu
V1,2009,2009-10-28,alo.gra,p0026,cop.sp2,i0052,11:48:00,200,2,rocio
V1,2008,2008-10-21,alo.gra,p0026,asi.sp1,i0055,11:59:00,320,1,Nachu
V1,2009,2009-10-21,alo.gra,p0026,bombil10,i0206,12:35:00,250,2,nachu
V4,2008,2008-12-02,alo.gra,p0026,amm.sp1,i0126,12:23:00,345,5,Nachu
V1,2009,2009-10-21,alo.gra,p0026,cop.ari,i0044,11:47:00,100,1,belen
V2,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,08:30,590,23,Nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:30,590,2,Nachu
V1,2006,2006-10-16,alo.gra,p0026,str.eur,i0131,15:38,60,2,Nachu
V4,2008,2008-10-17,alo.gra,p0026,NA,NA,14:04:00,300,0,Nachu
V4,2009,2009-10-28,alo.gra,p0026,cop.sp2,i0052,10:37:00,300,2,nachu
V1,2006,2006-10-24,alo.gra,p0026,cop.sp2,i0052,12:21,50,3,Beni
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,10:18,200,8,Nachu
V1,2011,2011-12-02,alo.gra,p0026,cop.sp2,i0052,11:35,6000,4,nachu
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,11:02:00,640,2,silvia
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,09:47,70,35,Diego
V4,2011,2011-10-14,alo.gra,p0026,cha.sp1,i0062,12:35:00,800,1,silvia
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,11:26,540,6,nachu
V1,2011,2011-12-02,alo.gra,p0026,api.mel,i0070,11:35,6000,10,nachu
V1,2011,2011-10-21,alo.gra,p0026,tac.sp10,i0191,08:45,200,6,silvia
V4,2009,2009-10-21,alo.gra,p0026,NA,NA,09:44:00,150,0,belen
V1,2011,2011-10-18,alo.gra,p0026,cop.sp2,i0052,11:20,750,3,nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:40,200,3,Nachu
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,11:26,540,4,nachu
V1,2011,2011-10-11,alo.gra,p0026,cop.sp2,i0052,11:35,800,1,silvia
V2,2006,2007-01-19,alo.gra,p0026,bom.opi,i0002,08:30,590,5,Nachu
V1,2011,2011-10-18,alo.gra,p0026,tac.sp10,i0191,11:20,750,3,nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:40,200,6,Nachu
V3,2006,2006-10-24,alo.gra,p0026,NA,NA,11:48,8,0,Diego
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,08:47,300,15,Diego
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,09:26,400,1,Diego
V1,2006,2006-10-09,alo.gra,p0026,cop.sp3,i0048,12:40,40,1,Diego
V1,2006,2006-10-09,alo.gra,p0026,pla.sp1,i0046,12:40,40,1,Diego
V1,2011,2011-10-21,alo.gra,p0026,str.eur,i0131,08:56,88,2,nachu
V4,2010,2010-10-14,alo.gra,p0026,NA,NA,10:22:00,100,0,Nachu
V4,2008,2008-12-02,alo.gra,p0026,aug.sp,i0228,12:42:00,5600,3,Nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:40,200,2,Nachu
V4,2011,2011-10-04,alo.gra,p0026,tac.sp10,i0191,13:44,400,1,silvia
V1,2008,2008-12-17,alo.gra,p0026,amm.sp1,i0126,09:22:00,390,17,Nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:30,590,9,Nachu
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,11:26,540,3,nachu
V1,2011,2011-11-29,alo.gra,p0026,NA,NA,09:58,90,0,silvia
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:30,590,3,Nachu
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,10:50:00,220,5,silvia
V4,2008,2008-12-02,alo.gra,p0026,cop.sp2,i0052,12:42:00,5600,4,Nachu
V1,2011,2011-10-18,alo.gra,p0026,pir.com,i0132,11:45,600,2,nachu
V1,2009,2009-10-28,alo.gra,p0026,tac.sp10,i0191,12:09:00,100,3,Belen
V1,2006,2006-10-09,alo.gra,p0026,cop.sp2,i0052,12:40,40,1,Diego
V1,2011,2011-11-04,alo.gra,p0026,cae.sp1,i0022,09:31,60,10,nachu
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,09:47,70,20,Diego
V1,2009,2009-10-26,alo.gra,p0026,cop.ari,i0044,09:45:00,500,10,nachu
V4,2011,2011-12-02,alo.gra,p0026,NA,NA,09:17,5000,0,nachu
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:40,200,1,Nachu
V1,2008,2008-10-07,alo.gra,p0026,tac.sp10,i0191,14:48:00,60,1,Nachu
V1,2009,2009-11-05,alo.gra,p0026,exo.sp1,i0068,09:21:00,260,3,Nachu
V4,2011,2011-10-11,alo.gra,p0026,cha.sp1,i0062,09:44,700,1,silvia
V1,2009,2009-10-14,alo.gra,p0026,NA,NA,13:12:00,53,0,nachu
V4,2009,2009-10-21,alo.gra,p0026,NA,NA,09:26:00,100,0,belen
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,10:02,370,3,Nachu
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,09:47,70,30,Diego
V1,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:47,300,1,Diego
V4,2009,2009-10-26,alo.gra,p0026,NA,NA,13:27:00,180,0,nachu
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V1,2011,2011-10-18,alo.gra,p0026,cop.sp2,i0052,11:20,750,1,nachu
V4,2008,2008-10-24,alo.gra,p0026,bib.sp1,i0137,10:27:00,200,1,Nachu
V4,2011,2011-10-14,alo.gra,p0026,tac.sp21,i0316,12:35:00,800,1,silvia
V1,2006,2006-10-16,alo.gra,p0026,api.mel,i0070,16:05,300,20,Nachu
V1,2011,2011-10-14,alo.gra,p0026,cop.sp2,i0052,11:26,540,3,nachu
V4,2008,2008-12-02,alo.gra,p0026,amm.sp1,i0126,12:23:00,345,5,Nachu
V4,2008,2008-10-24,alo.gra,p0026,cop.sp2,i0052,10:27:00,200,5,Nachu
V4,2009,2009-10-21,alo.gra,p0026,cop.ari,i0044,09:01:00,1440,38,nachu
V1,2009,2009-10-19,alo.gra,p0026,cop.ari,i0044,09:43:00,150,2,nachu
V4,2008,2008-12-02,alo.gra,p0026,tac.sp10,i0191,12:42:00,5600,10,Nachu
V4,2011,2011-10-14,alo.gra,p0026,pir.com,i0132,12:35:00,800,1,silvia
V1,2009,2009-10-28,alo.gra,p0026,cop.sp2,i0052,13:00:00,400,10,nachu
V4,2009,2009-10-26,alo.gra,p0026,NA,NA,14:05:00,250,0,Rocio
V1,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:26,400,1,Diego
V4,2011,2011-12-02,alo.gra,p0026,NA,NA,08:13,4000,1,silvia
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,09:47,70,40,Diego
V1,2009,2009-10-26,alo.gra,p0026,cop.ari,i0044,09:45:00,500,10,nachu
V4,2011,2011-12-02,alo.gra,p0026,syr.sp1,i0045,08:13,4000,3,silvia
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,09:40,200,3,Nachu
V1,2008,2008-12-17,alo.gra,p0026,aug.sp,i0228,09:22:00,390,17,Nachu
V1,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:47,300,1,Diego
V4,2011,2011-12-02,alo.gra,p0026,cop.sp2,i0052,08:15,3600,18,nachu
V1,2008,2008-10-21,alo.gra,p0026,cop.sp2,i0052,11:59:00,320,3,Nachu
V1,2011,2011-12-06,alo.gra,p0026,NA,NA,08:45:00,600,0,silvia
V1,2011,2011-10-28,alo.gra,p0026,NA,NA,09:28,170,0,nachu
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V1,2011,2011-12-02,alo.gra,p0026,aug.sp,i0228,11:30,22000,1,silvia
V4,2010,2010-11-05,alo.gra,p0026,NA,NA,11:14,400,0,silvia
V1,2011,2011-10-18,alo.gra,p0026,cop.sp2,i0052,11:20,750,3,nachu
V1,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:47,300,1,Diego
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,08:47,300,10,Diego
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:30,590,4,Nachu
V4,2008,2008-12-02,alo.gra,p0026,amm.sp1,i0126,12:23:00,345,5,Nachu
V1,2009,2009-10-19,alo.gra,p0026,cop.sp2,i0052,09:43:00,150,4,nachu
V4,2011,2011-10-04,alo.gra,p0026,tac.sp10,i0191,13:44,400,1,silvia
V4,2011,2011-10-11,alo.gra,p0026,cha.sp1,i0062,09:44,700,3,silvia
V1,2006,2007-01-19,alo.gra,p0026,xyl.ord,i0001,09:26,400,1,Diego
V1,2009,2009-10-26,alo.gra,p0026,cop.ari,i0044,09:45:00,500,26,nachu
V4,2011,2011-12-02,alo.gra,p0026,cop.sp2,i0052,08:13,4000,4,silvia
V1,2006,2007-01-19,alo.gra,p0026,api.mel,i0070,08:20,300,32,Diego
V1,2011,2011-10-14,alo.gra,p0026,cop.ari,i0044,11:32,1500,13,nachu
V4,2011,2011-10-04,alo.gra,p0026,cha.sp1,i0062,13:44,400,1,silvia
V1,2011,2011-10-28,alo.gra,p0026,col.cog,i0169,08:30,180,2,silvia
V1,2006,2006-10-16,alo.gra,p0026,aug.sp,i0228,15:38,60,1,Nachu
V1,2011,2011-10-18,alo.gra,p0026,cop.sp2,i0052,11:20,750,3,nachu
V4,2009,2009-10-14,alo.gra,p0026,NA,NA,11:20:00,60,0,rocio
V1,2011,2011-12-20,alo.gra,p0026,aug.sp,i0228,08:55,700,6,silvia
V4,2009,2009-11-04,alo.gra,p0026,NA,NA,12:29:00,60,0,Nachu
V4,2011,2011-10-14,alo.gra,p0026,tat.aut,i0076,13:45,45,5,nachu
V4,2011,2011-10-04,alo.gra,p0026,bombil10,i0206,13:44,400,1,silvia
V4,2009,2009-10-21,alo.gra,p0026,hir.sp1,i0051,09:21:00,130,3,nachu
V1,2009,2009-10-14,alo.gra,p0026,cop.sp2,i0052,12:48:00,300,4,rocio
V1,2011,2011-10-18,alo.gra,p0026,cop.sp2,i0052,11:20,750,3,nachu
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,1,silvia
V4,2009,2009-10-28,alo.gra,p0026,cop.sp2,i0052,09:46:00,80,2,Belen
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,10:18,200,2,Nachu
V4,2009,2009-10-21,alo.gra,p0026,NA,NA,09:51:00,300,0,rocio
V1,2009,2009-10-28,alo.gra,p0026,aug.sp,i0228,12:09:00,100,2,Belen
V1,2009,2009-10-21,alo.gra,p0026,cop.sp2,i0052,12:33:00,200,3,rocio
V1,2009,2009-10-21,alo.gra,p0026,exo.sp1,i0068,12:35:00,250,13,nachu
V4,2006,2006-10-16,alo.gra,p0026,NA,NA,10:51,24,0,Nachu
V1,2009,2009-10-26,alo.gra,p0026,tac.sp10,i0191,10:17:00,360,3,nachu
V4,2011,2011-10-04,alo.gra,p0026,cop.sp2,i0052,13:44,400,35,silvia
V2,2006,2007-01-19,alo.gra,p0026,cop.sp2,i0052,08:30,590,2,Nachu
V1,2011,2011-10-18,alo.gra,p0026,tac.sp10,i0191,11:20,750,1,nachu
V4,2009,2009-10-21,alo.gra,p0026,NA,NA,10:29:00,400,0,nachu
