"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado"
"Clytiomyia flava","M_062","Clytiomyia.flava","Colchicaceae","Uvularia","Uvularia grandiflora",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Commelinaceae","Tradescantia","Tradescantia virginiana",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Convolvulaceae","Ipomoea","Ipomoea pandurata",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Cornaceae","Cornus","Cornus florida",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Fabaceae","Desmodium","Desmodium cuspidatum",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Fabaceae","Hylodesmum","Hylodesmum glutinosum",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Fabaceae","Trifolium","Trifolium pratense",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Lamiaceae","Scutellaria","Scutellaria incana",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Montiaceae","Claytonia","Claytonia virginica",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Orchidaceae","Cypripedium","Cypripedium parviflorum var. pubescens",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Phrymaceae","Mimulus","Mimulus ringens",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Ranunculaceae","Delphinium","Delphinium tricorne",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Rosaceae","Crataegus","Crataegus coccinea",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Rosaceae","Rubus","Rubus canadensis",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava","Violaceae","Viola","Viola pedata",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia flava","M_062","Clytiomyia.flava",NA,NA,"Evonymus atropurpureus",1,1,NA,NA,"Clytiomyia flava"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Aristolochiaceae","Isotrema","Isotrema tomentosum",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Asteraceae","Heliopsis","Heliopsis helianthoides",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Asteraceae","Symphyotrichum","Symphyotrichum anomalum",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Brassicaceae","Planodes","Planodes virginicum",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Campanulaceae","Lobelia","Lobelia spicata",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Comandraceae","Comandra","Comandra umbellata",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Convolvulaceae","Cuscuta","Cuscuta cephalanthi",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Cornaceae","Cornus","Cornus amomum",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Fabaceae","Amorpha","Amorpha fruticosa",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Fabaceae","Gymnocladus","Gymnocladus dioicus",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Lamiaceae","Monarda","Monarda bradburiana",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia fucata","M_062","Clytiomyia.fucata","Lythraceae","Lythrum","Lythrum alatum",1,1,NA,NA,"Clytiomyia fucata"
"Clytiomyia sp1 M PL 015","M_015","Clytiomyia.sp1.M.PL.015","Asteraceae","Echinops","Echinops microcephalus",1,1,NA,NA,"Clytiomyia sp1 M PL 015"
"Clytochrysus obscurus","M_062","Clytochrysus.obscurus","Fabaceae","Desmodium","Desmodium illinoense",1,1,NA,NA,"Clytochrysus obscurus"
"Clytochrysus obscurus","M_062","Clytochrysus.obscurus","Fabaceae","Hylodesmum","Hylodesmum glutinosum",1,1,NA,NA,"Clytochrysus obscurus"
"Clytolaema rubricauda","M_074","Clytolaema.rubricauda","Bromeliaceae","Vriesea","Vriesea altodaserrae",1,1,NA,NA,"Clytolaema rubricauda"
"Clytus arietis","M_018","Clytus.arietis","Asteraceae","Tripleurospermum","Tripleurospermum inodorum",1,1,NA,NA,"Clytus arietis"
"Clytus arietis","M_018","Clytus.arietis","Scrophulariaceae","Verbascum","Verbascum thapsus",1,1,NA,NA,"Clytus arietis"
"Clytus arietis","M_043","Clytus.arietis","Asteraceae","Tripleurospermum","Tripleurospermum inodorum",1,1,NA,NA,"Clytus arietis"
"Clytus arietis","M_043","Clytus.arietis","Scrophulariaceae","Verbascum","Verbascum thapsus",1,1,NA,NA,"Clytus arietis"
"Coccinela anchoralis","M_022","Coccinela.anchoralis",NA,NA,"Azorella monanthos",1,1,NA,NA,"Coccinela anchoralis"
"Coccinella 9 notata","M_062","Coccinella.9.notata","Apiaceae","Zizia","Zizia aurea",1,1,NA,NA,"Coccinella 9 notata"
"Coccinella 9 notata","M_062","Coccinella.9.notata","Asteraceae","Euthamia","Euthamia graminifolia",1,1,NA,NA,"Coccinella 9 notata"
"Coccinella 9 notata","M_062","Coccinella.9.notata","Asteraceae","Taraxacum","Taraxacum officinale",1,1,NA,NA,"Coccinella 9 notata"
"Coccinella 9 notata","M_062","Coccinella.9.notata","Caprifoliaceae","Symphoricarpos","Symphoricarpos orbiculatus",1,1,NA,NA,"Coccinella 9 notata"
"Coccinella 9 notata","M_062","Coccinella.9.notata",NA,NA,"Steironema lanceolatum",1,1,NA,NA,"Coccinella 9 notata"
"Coccinella sanguinea","M_062","Coccinella.sanguinea","Rutaceae","Zanthoxylum","Zanthoxylum americanum",1,1,NA,NA,"Coccinella sanguinea"
"Coccinella sanguinea","M_062","Coccinella.sanguinea","Violaceae","Viola","Viola cucullata",1,1,NA,NA,"Coccinella sanguinea"
"Coccinella sanguinea","M_062","Coccinella.sanguinea",NA,NA,"Steironema lanceolatum",1,1,NA,NA,"Coccinella sanguinea"
"Coccinella sep","M_015","Coccinella.sep","Apiaceae","Scandix","Scandix australis",1,1,NA,NA,"Coccinella sep"
"Coccinella sep","M_015","Coccinella.sep","Asteraceae","Carduus","Carduus pycnocephalus",1,1,NA,NA,"Coccinella sep"
"Coccinella sep","M_015","Coccinella.sep","Asteraceae","Senecio","Senecio vulgaris",1,1,NA,NA,"Coccinella sep"
"Coccinella sep","M_015","Coccinella.sep","Resedaceae","Reseda","Reseda alba",1,1,NA,NA,"Coccinella sep"
"Coccinella sep","M_015","Coccinella.sep",NA,NA,"Cardaria draba",1,1,NA,NA,"Coccinella sep"
"Coccinella sep","M_015","Coccinella.sep",NA,NA,"Chamomilla recutita",1,1,NA,NA,"Coccinella sep"
"Coccinella sep","M_015","Coccinella.sep",NA,NA,"Chrysanthemum coronarium",1,1,NA,NA,"Coccinella sep"
"Coccinella septempunctata","M_018","Coccinella.septempunctata","Asteraceae","Achillea","Achillea millefolium",1,1,NA,NA,"Coccinella septempunctata"
"Coccinella septempunctata","M_018","Coccinella.septempunctata","Boraginaceae","Echium","Echium vulgare",1,1,NA,NA,"Coccinella septempunctata"
"Coccinella septempunctata","M_018","Coccinella.septempunctata","Fabaceae","Trifolium","Trifolium dubium",1,1,NA,NA,"Coccinella septempunctata"
"Coccinella septempunctata","M_018","Coccinella.septempunctata","Fabaceae","Vicia","Vicia hirsuta",1,1,NA,NA,"Coccinella septempunctata"
"Coccinella septempunctata","M_043","Coccinella.septempunctata","Asteraceae","Achillea","Achillea millefolium",1,1,NA,NA,"Coccinella septempunctata"
"Coccinella septempunctata","M_043","Coccinella.septempunctata","Boraginaceae","Echium","Echium vulgare",1,1,NA,NA,"Coccinella septempunctata"
"Coccinella septempunctata","M_043","Coccinella.septempunctata","Fabaceae","Trifolium","Trifolium dubium",1,1,NA,NA,"Coccinella septempunctata"
"Coccinella septempunctata","M_043","Coccinella.septempunctata","Fabaceae","Vicia","Vicia hirsuta",1,1,NA,NA,"Coccinella septempunctata"
"Cochliomyia macellaria","M_072","Cochliomyia.macellaria","Apiaceae","Eryngium","Eryngium stenophyllum",1,1,NA,NA,"Cochliomyia macellaria"
"Cochliomyia macellaria","M_072","Cochliomyia.macellaria","Asteraceae","Baccharis","Baccharis articulata",1,1,NA,NA,"Cochliomyia macellaria"
"Cochliomyia macellaria","M_072","Cochliomyia.macellaria","Asteraceae","Baccharis","Baccharis coridifolia",1,1,NA,NA,"Cochliomyia macellaria"
"Cochliomyia macellaria","M_072","Cochliomyia.macellaria","Asteraceae","Baccharis","Baccharis dracunculifolia subsp. tandilensis",1,1,NA,NA,"Cochliomyia macellaria"
"Cochliomyia macellaria","M_072","Cochliomyia.macellaria","Asteraceae","Gyptis","Gyptis lanigera",1,1,NA,NA,"Cochliomyia macellaria"
"Cochliomyia macellaria","M_072","Cochliomyia.macellaria","Caprifoliaceae","Valeriana","Valeriana polystachya",1,1,NA,NA,"Cochliomyia macellaria"
"Cochliomyia macellaria","M_072","Cochliomyia.macellaria","Fabaceae","Lathyrus","Lathyrus pubescens",1,1,NA,NA,"Cochliomyia macellaria"
"Cochliomyia macellaria","M_072","Cochliomyia.macellaria","Rhamnaceae","Discaria","Discaria americana",1,1,NA,NA,"Cochliomyia macellaria"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Eupatorium","Eupatorium serotinum",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Eupatorium","Eupatorium sessilifolium",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Eupatorium","Eutrochium purpureum",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Fabaceae","Lespedeza","Lespedeza virginica",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Apiaceae","Chaerophyllum","Chaerophyllum procumbens",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Apiaceae","Cicuta","Cicuta maculata",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Anacias","Anacis tripteris",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Cirsium","Cirsium altissimum",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Erigeron","Erigeron annuus",2,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Pseudognaphalium","Pseudognaphalium obtusifolium",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Boraginaceae","Mertensia","Mertensia virginica",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Campanulaceae","Lobelia","Lobelia inflata",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Caprifoliaceae","Symphoricarpos","Symphoricarpos orbiculatus",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Convolvulaceae","Cuscuta","Cuscuta glomerata",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Cornaceae","Cornus","Cornus amomum",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Cornaceae","Cornus","Cornus oblonga",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Fabaceae","Desmodium","Desmodium canadense",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Fabaceae","Desmodium","Desmodium illinoense",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Lamiaceae","Pycnanthemum","Pycnanthemum virginianum",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Oleaceae","Fraxinus","Fraxinus americana",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Phrymaceae","Mimulus","Mimulus ringens",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Plantaginaceae","Penstemon","Penstemon laevigatus",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata",NA,NA,"Ludvigia polycarpa",1,1,NA,NA,"Coelioxys 8 dentata"
"Coelioxys afra","M_015","Coelioxys.afra","Cucurbitaceae","Ecballium","Ecballium elaterium",1,1,"Coelioxys mandibularis","GBIF","Coelioxys mandibularis"
"Coelioxys alternata","M_062","Coelioxys.alternata","Amaranthaceae","Amaranthus","Amaranthus spinosus",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Anacardiaceae","Rhus","Rhus aromatica",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Apiaceae","Cicuta","Cicuta maculata",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Apocynaceae","Apocynum","Apocynum cannabinum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Apocynaceae","Asclepias","Asclepias tuberosa",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Apocynaceae","Asclepias","Asclepias verticillata",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asparagaceae","Asparagus","Asparagus officinalis",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Ambrosia","Ambrosia trifida",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Cirsium","Cirsium discolor",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Erigeron","Erigeron annuus",2,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Eupatorium","Eupatorium altissimum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Helianthus","Helianthus divaricatus",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Symphyotrichum","Symphyotrichum lanceolatum var. lanceolatum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Asteraceae","Symphyotrichum","Symphyotrichum lateriflorum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Berberidaceae","Podophyllum","Podophyllum peltatum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Boraginaceae","Mertensia","Mertensia virginica",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Brassicaceae","Arabis","Arabis laevigata",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Brassicaceae","Capsella","Capsella bursa-pastoris",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Brassicaceae","Cardamine","Cardamine bulbosa",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Brassicaceae","Planodes","Planodes virginicum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Celastraceae","Celastrus","Celastrus scandens",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Comandraceae","Comandra","Comandra umbellata",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Convolvulaceae","Convolvulus","Convolvulus sepium",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Convolvulaceae","Cuscuta","Cuscuta glomerata",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Astragalus","Astragalus canadensis",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Baptisia","Baptisia bracteata",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Crotalaria","Crotalaria sagittalis",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Desmodium","Desmodium cuspidatum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Gleditsia","Gleditsia triacanthos",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Fabaceae","Lespedeza","Lespedeza virginica",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Gentianaceae","Frasera","Frasera carolinensis",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Geraniaceae","Geranium","Geranium carolinianum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Agastache","Agastache scrophulariifolia",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Blephilia","Blephilia ciliata",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Glechoma","Glechoma hederacea",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Mentha","Mentha arvensis",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lamiaceae","Scutellaria","Scutellaria incana",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Liliaceae","Erythronium","Erythronium albidum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Lythraceae","Ammannia","Ammannia coccinea",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Malvaceae","Hibiscus","Hibiscus moscheutos subsp. lasiocarpos",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Malvaceae","Tilia","Tilia americana",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Oleaceae","Fraxinus","Fraxinus americana",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Onagraceae","Circaea","Circaea lutetiana",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Papaveraceae","Dicentra","Dicentra cucullaria",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Plantaginaceae","Collinsia","Collinsia verna",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Plantaginaceae","Penstemon","Penstemon hirsutus",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Ranunculaceae","Aquilegia","Aquilegia canadensis",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rosaceae","Aruncus","Aruncus sylvester",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rosaceae","Crataegus","Crataegus crus-galli",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rosaceae","Prunus","Prunus serotina",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rosaceae","Rubus","Rubus canadensis",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rubiaceae","Cephalanthus","Cephalanthus occidentalis",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Rubiaceae","Galium","Galium trifidum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Salicaceae","Salix","Salix amygdaloides",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Sapindaceae","Aesculus","Aesculus glabra",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Sapindaceae","Aesculus","Aesculus hippocastanum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Solanaceae","Physalis","Physalis virginiana",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata","Violaceae","Viola","Viola pedatifida",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Ascerates floridana",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Ascerates viridiflora",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Cerastium vulgatum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Dentaria laciniata",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Gerardia tenuifolia",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Heracleum lanatum",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys alternata","M_062","Coelioxys.alternata",NA,NA,"Orobanche uniflora",1,1,NA,NA,"Coelioxys alternata"
"Coelioxys aurolimbata","M_015","Coelioxys.aurolimbata","Lamiaceae","Thymbra","Thymbra capitata",1,1,"Coelioxys aurolimbatus","GBIF","Coelioxys aurolimbatus"
"Coelioxys aurolimbata","M_015","Coelioxys.aurolimbata","Lamiaceae","Stachys","Stachys cretica",1,1,"Coelioxys aurolimbatus","GBIF","Coelioxys aurolimbatus"
"Coelioxys aurolimbata","M_015","Coelioxys.aurolimbata","Convolvulaceae","Convolvulus","Convolvulus althaeoides",1,1,"Coelioxys aurolimbatus","GBIF","Coelioxys aurolimbatus"
"Coelioxys breris","M_021","Coelioxys.breris","Lamiaceae","Isodon","Isodon trichocarpus",1,1,NA,NA,"Coelioxys breris"
"Coelioxys fenestrata","M_054","Coelioxys.fenestrata","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Coelioxys fenestrata"
"Coelioxys germana","M_062","Coelioxys.germana","Asparagaceae","Asparagus","Asparagus officinalis",1,1,NA,NA,"Coelioxys germana"
"Coelioxys germana","M_062","Coelioxys.germana","Asteraceae","Helianthus","Helianthus divaricatus",1,1,NA,NA,"Coelioxys germana"
