"genero","especie","orden","familia"
"Chlorodynerus","Chlorodynerus ypsilon rhodius","Hymenoptera","Eumenidae"
"Chloromerus","Chloromerus sp1 M PL 019","Diptera","Chloropidae"
"Chloromyia","Chloromyia formosa","Diptera","Stratiomyidae"
"Chlorophorus","Chlorophorus japonicus","Coleoptera","Cerambycidae"
"Chlorophorus","Chlorophorus quinquefasciatus","Coleoptera","Cerambycidae"
"Chloropidae","Chloropidae sp1 M PL 072",NA,NA
"Chloropinae","Chloropinae sp1 M PL 009",NA,NA
"Chloropis","Chloropis sp1 M PL 049",NA,NA
"Chlorops","Chlorops approximatinervis","Diptera","Chloropidae"
"Chlorops","Chlorops proxima","Diptera","Chloropidae"
"Chlorops","Chlorops pulverea","Diptera","Chloropidae"
"Chlorops","Chlorops assimilis","Diptera","Chloropidae"
"Chloropsis","Chloropsis sp1 M PL 049",NA,NA
"Chlorostilbon","Chlorostilbon aureoventris",NA,NA
"Choaspes","Choaspes benjaminii","Lepidoptera","Hesperiidae"
"Choaspes","Choaspes beninminii","Lepidoptera","Hesperiidae"
"Choaspes","Choaspes benjaminii japonica","Lepidoptera","Hesperiidae"
"Choerades","Choerades sp1 M PL 021","Diptera","Asilidae"
"Choragus","Choragus sp1 M PL 044","Coleoptera","Anthribidae"
"Chrisaeglia","Chrisaeglia magnifica",NA,NA
"Chrysagria","Chrysagria duodecimpuntata","Diptera","Sarcophagidae"
"Chrysarthia","Chrysarthia viatica",NA,NA
"Chrysis","Chrysis verna","Hymenoptera","Chrysididae"
"Chrysis","Chrysis incisa","Hymenoptera","Chrysididae"
"Chrysis","Chrysis analis","Hymenoptera","Chrysididae"
"Chrysis","Chrysis intricata","Hymenoptera","Chrysididae"
"Chrysis","Chrysis sp1 M PL 015","Hymenoptera","Chrysididae"
"Chrysis","Chrysis texana","Hymenoptera","Chrysididae"
"Chrysocharis","Chrysocharis oscinidis","Hymenoptera","Eulophidae"
"Chrysocharis","Chrysocharis sp1 M PL 056","Hymenoptera","Eulophidae"
"Chrysochlamys","Chrysochlamys dives",NA,NA
"Chrysodema","Chrysodema lewisii","Coleoptera","Buprestidae"
"Chrysodina","Chrysodina sp1 M PL 072",NA,NA
"Chrysogaster","Chrysogaster nigripes","Diptera","Syrphidae"
"Chrysogaster","Chrysogaster cemiteriorum","Diptera","Syrphidae"
"Chrysogaster","Chrysogaster okazakii","Diptera","Syrphidae"
"Chrysogaster","Chrysogaster solstitialis","Diptera","Syrphidae"
"Chrysogaster","Chrysogaster sp1 M PL 006","Diptera","Syrphidae"
"Chrysogsater","Chrysogsater parva",NA,NA
"Chrysomela","Chrysomela fastuosa","Coleoptera","Chrysomelidae"
"Chrysomela","Chrysomela collaris","Coleoptera","Chrysomelidae"
"Chrysomela","Chrysomela vigintipunctata","Coleoptera","Chrysomelidae"
"Chrysomela","Chrysomela similis","Coleoptera","Chrysomelidae"
"Chrysomelidae","Chrysomelidae sp1 M PL 072",NA,NA
"Chrysomelidae","Chrysomelidae sp2 M PL 072",NA,NA
"Chrysomelidae","Chrysomelidae sp3 M PL 072",NA,NA
"Chrysomelidae","Chrysomelidae sp4 M PL 072",NA,NA
"Chrysomelidae","Chrysomelidae sp5 M PL 072",NA,NA
"Chrysomya","Chrysomya megacephala Fabricius","Diptera","Calliphoridae"
"Chrysomya","Chrysomya megacephala","Diptera","Calliphoridae"
"Chrysomya","Chrysomya rufifacies","Diptera","Calliphoridae"
"Chrysomya","Chrysomya pinguis","Diptera","Calliphoridae"
"Chrysopa","Chrysopa sp1 M PL 044","Neuroptera","Chrysopidae"
"Chrysopa","Chrysopa sp2 M PL 044","Neuroptera","Chrysopidae"
"Chrysopa","Chrysopa sp1 M PL 053","Neuroptera","Chrysopidae"
"Chrysopa","Chrysopa sp1 M PL 072","Neuroptera","Chrysopidae"
"Chrysopa","Chrysopa sp1 M PL 026","Neuroptera","Chrysopidae"
"Chrysopa","Chrysopa furcifera","Neuroptera","Chrysopidae"
"Chrysophanus","Chrysophanus rubidus","Lepidoptera","Lycaenidae"
"Chrysophanus","Chrysophanus thoe","Lepidoptera","Lycaenidae"
"Chrysophanus","Chrysophanus helloides","Lepidoptera","Lycaenidae"
"Chrysophanus","Chrysophanus sirius","Lepidoptera","Lycaenidae"
"Chrysops","Chrysops pictus","Diptera","Tabanidae"
"Chrysops","Chrysops indus","Diptera","Tabanidae"
"Chrysotoxum","Chrysotoxum fasciatum","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum grande","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum ventricosum","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum bicinetum","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum upsilon","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum integrum","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum intermedium","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum triarcuatum","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum arcuatum","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum testaceum","Diptera","Syrphidae"
"Chrysotoxum","Chrysotoxum bicinctum","Diptera","Syrphidae"
"Chrystogaster","Chrystogaster brevicornis",NA,NA
"Chrystogaster","Chrystogaster ontario",NA,NA
"Chyliza","Chyliza apicalis","Diptera","Psilidae"
"Cicadellidae","Cicadellidae sp1 M PL 060",NA,NA
"Cidaria","Cidaria sp1 M PL 009","Lepidoptera","Geometridae"
"Cistogaster","Cistogaster occidua","Diptera","Tachinidae"
"Cixiidae","Cixiidae sp1",NA,NA
"Cixiidae","Cixiidae sp1 M PL 073",NA,NA
"Cixiidae","Cixiidae sp1 M PL 077",NA,NA
"Cixiidae","Cixiidae sp2",NA,NA
"Clairvillia","Clairvillia pninae","Diptera","Tachinidae"
"Clamirius","Clamirius apicarius",NA,NA
"Cleora","Cleora fortunata","Lepidoptera","Geometridae"
"Cletus","Cletus trigonus","Hemiptera","Coreidae"
"Cletus","Cletus rusticus","Hemiptera","Coreidae"
"Clisodon","Clisodon sp1 M PL 005",NA,NA
"Clisodon","Clisodon terminalis",NA,NA
"Clossiana","Clossiana chariclea","Lepidoptera","Nymphalidae"
"Clusia","Clusia lateralis","Diptera","Clusiidae"
"Clypeocampulum","Clypeocampulum lubricum","Hymenoptera","Ichneumonidae"
"Clytiomyia","Clytiomyia flava",NA,NA
"Clytiomyia","Clytiomyia fucata",NA,NA
"Clytiomyia","Clytiomyia sp1 M PL 015",NA,NA
"Clytochrysus","Clytochrysus obscurus",NA,NA
"Clytolaema","Clytolaema rubricauda",NA,NA
"Clytus","Clytus arietis","Coleoptera","Cerambycidae"
"Coccinela","Coccinela anchoralis",NA,NA
"Coccinella","Coccinella 9 notata","Coleoptera","Coccinellidae"
"Coccinella","Coccinella septempunctata","Coleoptera","Coccinellidae"
"Coccinella","Coccinella sanguinea","Coleoptera","Coccinellidae"
"Coccinella","Coccinella sep","Coleoptera","Coccinellidae"
"Cochliomyia","Cochliomyia macellaria","Diptera","Calliphoridae"
"Coelioxys","Coelioxys sp","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys breris","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys sp1 M PL 072","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys sayi","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys moesta","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys rufitarsis","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys aurolimbatus","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys rufocaudata","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys alternata","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys sp1 M PL 053","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys mandibularis","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys fenestrata","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys yanonis","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys germana","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys modesta","Hymenoptera","Megachilidae"
"Coelioxys","Coelioxys 8 dentata","Hymenoptera","Megachilidae"
"Coenonympha","Coenonympha pamphiloides","Lepidoptera","Nymphalidae"
"Coenosia","Coenosia sp1 M PL 019","Diptera","Muscidae"
"Coenosia","Coenosia lacteipennis","Diptera","Muscidae"
"Coenosia","Coenosia octopunctata","Diptera","Muscidae"
"Coenosia","Coenosia 6 notata","Diptera","Muscidae"
"Coenosia","Coenosia fuscopunctata","Diptera","Muscidae"
"Coenosia","Coenosia femoralis","Diptera","Muscidae"
"Coenosia","Coenosia atritibia","Diptera","Muscidae"
"Coenosia","Coenosia sp1 M PL 047","Diptera","Muscidae"
"Coenosia","Coenosia sp2 M PL 019","Diptera","Muscidae"
"Coenosia","Coenosia tigrina","Diptera","Muscidae"
"Coenosia","Coenosia means","Diptera","Muscidae"
"Coereba","Coereba flaveola",NA,NA
"Cogia","Cogia calchas","Lepidoptera","Hesperiidae"
"Coleoptera","Coleoptera ni",NA,NA
"Coleoptera","Coleoptera sp",NA,NA
"Coleoptera","Coleoptera sp1 M PL 017",NA,NA
"Coleoptera","Coleoptera sp1 M PL 026",NA,NA
"Coleoptera","Coleoptera sp10 M PL 016",NA,NA
"Coleoptera","Coleoptera sp11 M PL 016",NA,NA
"Coleoptera","Coleoptera sp12 M PL 016",NA,NA
"Coleoptera","Coleoptera sp13 M PL 016",NA,NA
"Coleoptera","Coleoptera sp13 M PL 038",NA,NA
"Coleoptera","Coleoptera sp14 M PL 058",NA,NA
"Coleoptera","Coleoptera sp15 M PL 050",NA,NA
"Coleoptera","Coleoptera sp15 M PL 058",NA,NA
"Coleoptera","Coleoptera sp16 M PL 058",NA,NA
"Coleoptera","Coleoptera sp17 M PL 013",NA,NA
"Coleoptera","Coleoptera sp18 M PL 013",NA,NA
"Coleoptera","Coleoptera sp19 M PL 013",NA,NA
"Coleoptera","Coleoptera sp2 M PL 017",NA,NA
"Coleoptera","Coleoptera sp23 M PL 051",NA,NA
"Coleoptera","Coleoptera sp24 M PL 051",NA,NA
"Coleoptera","Coleoptera sp29 M PL 058",NA,NA
"Coleoptera","Coleoptera sp3 M PL 017",NA,NA
"Coleoptera","Coleoptera sp32 M PL 058",NA,NA
"Coleoptera","Coleoptera sp33 M PL 051",NA,NA
"Coleoptera","Coleoptera sp33 M PL 058",NA,NA
"Coleoptera","Coleoptera sp34 M PL 051",NA,NA
"Coleoptera","Coleoptera sp35 M PL 051",NA,NA
"Coleoptera","Coleoptera sp36 M PL 051",NA,NA
"Coleoptera","Coleoptera sp4 M PL 016",NA,NA
"Coleoptera","Coleoptera sp4 M PL 017",NA,NA
"Coleoptera","Coleoptera sp4 M PL 046",NA,NA
"Coleoptera","Coleoptera sp4 M PL 085",NA,NA
"Coleoptera","Coleoptera sp5 M PL 016",NA,NA
"Coleoptera","Coleoptera sp5 M PL 017",NA,NA
"Coleoptera","Coleoptera sp5 M PL 035",NA,NA
"Coleoptera","Coleoptera sp5 M PL 085",NA,NA
"Coleoptera","Coleoptera sp5 M PL 104",NA,NA
"Coleoptera","Coleoptera sp6 M PL 017",NA,NA
"Coleoptera","Coleoptera sp6 M PL 027",NA,NA
"Coleoptera","Coleoptera sp6 M PL 035",NA,NA
"Coleoptera","Coleoptera sp7 M PL 017",NA,NA
"Coleoptera","Coleoptera sp7 M PL 027",NA,NA
"Coleoptera","Coleoptera sp7 M PL 058",NA,NA
"Coleoptera","Coleoptera sp7 M PL 101",NA,NA
"Coleoptera","Coleoptera sp8 M PL 027",NA,NA
"Coleoptera","Coleoptera sp8 M PL 051",NA,NA
"Coleoptera","Coleoptera sp9 M PL 016",NA,NA
"Coleoptera","Coleoptera sp2 M PL 058",NA,NA
"Coleoptera","Coleoptera sp8 M PL 016",NA,NA
"Coleoptera","Coleoptera sp9 M PL 027",NA,NA
"Colias","Colias scudderi","Lepidoptera","Pieridae"
"Colias","Colias croceus","Lepidoptera","Pieridae"
"Colias","Colias keewaydina","Lepidoptera","Pieridae"
"Colias","Colias lesbia","Lepidoptera","Pieridae"
"Colias","Colias edwardsi","Lepidoptera","Pieridae"
"Colias","Colias crocea","Lepidoptera","Pieridae"
"Colias","Colias erate","Lepidoptera","Pieridae"
"Colias","Colias hecla","Lepidoptera","Pieridae"
"Colias","Colias alexandra","Lepidoptera","Pieridae"
"Colias","Colias nastes","Lepidoptera","Pieridae"
"Collembola","Collembola sp5 M PL 014",NA,NA
"Colletes","Colletes lycii","Hymenoptera","Colletidae"
"Colletes","Colletes inaequalis","Hymenoptera","Colletidae"
"Colletes","Colletes kincaidi","Hymenoptera","Colletidae"
"Colletes","Colletes cunicularius","Hymenoptera","Colletidae"
"Colletes","Colletes sp1 M PL 016","Hymenoptera","Colletidae"
"Colletes","Colletes fulvipes","Hymenoptera","Colletidae"
"Colletes","Colletes seminitidus","Hymenoptera","Colletidae"
"Colletes","Colletes foveolaris","Hymenoptera","Colletidae"
"Colletes","Colletes eous","Hymenoptera","Colletidae"
"Colletes","Colletes fodiens","Hymenoptera","Colletidae"
"Colletes","Colletes compactus","Hymenoptera","Colletidae"
"Colletes","Colletes acutus","Hymenoptera","Colletidae"
"Colletes","Colletes dimidiatus","Hymenoptera","Colletidae"
"Colletes","Colletes albomaculatus","Hymenoptera","Colletidae"
"Colletes","Colletes similis","Hymenoptera","Colletidae"
"Colletes","Colletes sp","Hymenoptera","Colletidae"
"Colletes","Colletes oligolege","Hymenoptera","Colletidae"
"Colletes","Colletes oromontis","Hymenoptera","Colletidae"
"Colletes","Colletes sp1 M PL 005","Hymenoptera","Colletidae"
"Colletes","Colletes sieverti","Hymenoptera","Colletidae"
"Colletes","Colletes succinctus","Hymenoptera","Colletidae"
"Colletes","Colletes araucariae","Hymenoptera","Colletidae"
"Colletes","Colletes babai","Hymenoptera","Colletidae"
"Colletes","Colletes productus","Hymenoptera","Colletidae"
"Colletes","Colletes patellatus","Hymenoptera","Colletidae"
"Colletes","Colletes willistonii","Hymenoptera","Colletidae"
"Colletes","Colletes perforator","Hymenoptera","Colletidae"
"Colletes","Colletes cyaneus","Hymenoptera","Colletidae"
"Colletes","Colletes americanus","Hymenoptera","Colletidae"
"Colletes","Colletes brevicornis","Hymenoptera","Colletidae"
"Colletes","Colletes speciosus","Hymenoptera","Colletidae"
"Colletes","Colletes caspicus","Hymenoptera","Colletidae"
"Colletes","Colletes sp1 M PL 058","Hymenoptera","Colletidae"
"Colletes","Colletes thoracicus","Hymenoptera","Colletidae"
"Colletes","Colletes sp2 M PL 072","Hymenoptera","Colletidae"
"Colletes","Colletes sp1 M PL 072","Hymenoptera","Colletidae"
"Colletes","Colletes armatus","Hymenoptera","Colletidae"
"Colletes","Colletes sp1 M PL 054","Hymenoptera","Colletidae"
"Colletes","Colletes albescens","Hymenoptera","Colletidae"
"Colletes","Colletes nudus","Hymenoptera","Colletidae"
"Colletes","Colletes sp2 M PL 054","Hymenoptera","Colletidae"
"Collops","Collops 4 maculatus","Coleoptera","Melyridae"
"Colocasiomyia","Colocasiomyia xenalocasiae","Diptera","Drosophilidae"
"Colocasiomyia","Colocasiomyia alocasiae","Diptera","Drosophilidae"
"Colpodes","Colpodes aurelius","Coleoptera","Carabidae"
"Colpodes","Colpodes ishidai","Coleoptera","Carabidae"
"Colpura","Colpura lativentristi","Hemiptera","Coreidae"
"Compsomyia","Compsomyia macellaria","Diptera","Calliphoridae"
"Compsomyiops","Compsomyiops fulvicrura","Diptera","Calliphoridae"
"Comptosia","Comptosia sylvana","Diptera","Bombyliidae"
"Condica","Condica capensis","Lepidoptera","Noctuidae"
"Conioscinella","Conioscinella frontella","Diptera","Chloropidae"
"Conocephalus","Conocephalus sp1 M PL 069","Coleoptera","Dryophthoridae"
"Conocephalus","Conocephalus japonicus","Coleoptera","Dryophthoridae"
"Conoderus","Conoderus sp1 M PL 072","Coleoptera","Elateridae"
"Conogethes","Conogethes punctiberalis","Lepidoptera","Crambidae"
"Conophorus","Conophorus virescens","Coleoptera","Curculionidae"
"Conophorus","Conophorus fuminervis","Coleoptera","Curculionidae"
"Conophorus","Conophorus pussillus M PL 015","Coleoptera","Curculionidae"
"Conophorus","Conophorus glaucescens","Coleoptera","Curculionidae"
"Conops","Conops flavifrons","Diptera","Conopidae"
"Conops","Conops sylvosus","Diptera","Conopidae"
"Conops","Conops flavipes","Diptera","Conopidae"
"Conops","Conops xanthopareus","Diptera","Conopidae"
"Conops","Conops quadrifasciatus","Diptera","Conopidae"
"Conotelus","Conotelus obscurus","Coleoptera","Nitidulidae"
"Copestylum","Copestylum aricia","Diptera","Syrphidae"
"Copestylum","Copestylum sp1 M PL 023","Diptera","Syrphidae"
"Copestylum","Copestylum sp1 M PL 072","Diptera","Syrphidae"
"Copestylum","Copestylum sp1 M PL 031","Diptera","Syrphidae"
"Copromyza","Copromyza sp1 M PL 053","Diptera","Sphaeroceridae"
"Coptocephala","Coptocephala unifasciata","Coleoptera","Chrysomelidae"
"Coptocephala","Coptocephala scopolina","Coleoptera","Chrysomelidae"
"Coptosoma","Coptosoma parvipictum","Hemiptera","Plataspidae"
"Coraebus","Coraebus rusticanus","Coleoptera","Buprestidae"
"Cordylura","Cordylura munda",NA,NA
"Coreidae","Coreidae sp1 M PL 015",NA,NA
"Coreidae","Coreidae sp1 M PL 072",NA,NA
"Coreidae","Coreidae sp21 M PL 013",NA,NA
"Corennys","Corennys sericata","Coleoptera","Cerambycidae"
"Corimelaena","Corimelaena lateralis","Hemiptera","Thyreocoridae"
"Corimelaena","Corimelaena pulicaria","Hemiptera","Thyreocoridae"
"Coriomeris","Coriomeris hirticornis","Hemiptera","Coreidae"
"Coriomeris","Coriomeris spinolai","Hemiptera","Coreidae"
"Coriscus","Coriscus ferus",NA,NA
"Corizus","Corizus hyosocyami","Hemiptera","Rhopalidae"
"Corizus","Corizus lateralis","Hemiptera","Rhopalidae"
"Cornutiplusia","Cornutiplusia circumflexa","Lepidoptera","Noctuidae"
"Corphyra","Corphyra terminalis",NA,NA
"Corticaria","Corticaria distinguenda","Coleoptera","Latridiidae"
"Corticarina","Corticarina gibbosa","Coleoptera","Latridiidae"
"Corticea","Corticea immocerina","Lepidoptera","Hesperiidae"
"Corymbas","Corymbas nipponica","Hymenoptera","Tenthredinidae"
"Corymbia","Corymbia succedanea",NA,NA
"Corymbia","Corymbia variicornis",NA,NA
"Corymia","Corymia succedanea",NA,NA
"Corynoneura","Corynoneura scutellata","Diptera","Chironomidae"
"Corynoptera","Corynoptera sp1 M PL 009","Diptera","Sciaridae"
"Corynoptera","Corynoptera refrigerata","Diptera","Sciaridae"
"Corynoptera","Corynoptera sp2 M PL 009","Diptera","Sciaridae"
"Corynura","Corynura patagonica","Hymenoptera","Halictidae"
"Corynura","Corynura corynogastra","Hymenoptera","Halictidae"
"Corynura","Corynura rubella","Hymenoptera","Halictidae"
"Corynura","Corynura aff  lepida","Hymenoptera","Halictidae"
"Corynura","Corynura aff  atrovirens","Hymenoptera","Halictidae"
"Corynura","Corynura sp","Hymenoptera","Halictidae"
"Corynura","Corynura sp1 M PL 051","Hymenoptera","Halictidae"
"Corynura","Corynura prothysteres","Hymenoptera","Halictidae"
"Cosmia","Cosmia variegata","Lepidoptera","Noctuidae"
"Cossonus","Cossonus sp1 M PL 044","Coleoptera","Curculionidae"
"Cotesia","Cotesia sp1 M PL 009","Hymenoptera","Braconidae"
"Cotesia","Cotesia sp1","Hymenoptera","Braconidae"
"Cotesia","Cotesia sp1 M PL 073","Hymenoptera","Braconidae"
"Cothonaspis","Cothonaspis stigmata","Hymenoptera","Figitidae"
"Cottetes","Cottetes palellatus",NA,NA
"Crabro","Crabro sp1 M PL 057","Hymenoptera","Crabronidae"
"Crabro","Crabro sp1 M PL 021","Hymenoptera","Crabronidae"
"Crabro","Crabro sp1 M PL 004","Hymenoptera","Crabronidae"
"Crambus","Crambus laqueatellus","Lepidoptera","Crambidae"
"Crambus","Crambus pratella","Lepidoptera","Crambidae"
"Craspedochaeta","Craspedochaeta linbinervis","Diptera","Clusiidae"
"Craspedochoeata","Craspedochoeata sp1 M PL 049",NA,NA
"Cratopus","Cratopus psittacus","Coleoptera","Curculionidae"
"Cratopus","Cratopus psittacus Faimaire","Coleoptera","Curculionidae"
"Cratopus","Cratopus aurostriatus","Coleoptera","Curculionidae"
"Cremastogaster","Cremastogaster lineolata","Hymenoptera","Formicidae"
"Cremastus","Cremastus retiniae","Hymenoptera","Ichneumonidae"
"Crematogaster","Crematogaster auberti","Hymenoptera","Formicidae"
"Crematogaster","Crematogaster steinheili","Hymenoptera","Formicidae"
"Cricket","Cricket sp1 M PL 026",NA,NA
"Cricotopus","Cricotopus sp1 M PL 014","Diptera","Chironomidae"
"Cricotopus","Cricotopus sp1 M PL 020","Diptera","Chironomidae"
"Cricotopus","Cricotopus lestralis","Diptera","Chironomidae"
"Cricotopus","Cricotopus sp1 M PL 010","Diptera","Chironomidae"
"Criorhina","Criorhina umbratilis","Diptera","Syrphidae"
"Criorhina","Criorhina intersistens","Diptera","Syrphidae"
"Criorhina","Criorhina apicalis","Diptera","Syrphidae"
"Criorhina","Criorhina japonica","Diptera","Syrphidae"
"Criorhina","Criorhina decora","Diptera","Syrphidae"
"Criptocephalus","Criptocephalus sp1 M PL 058",NA,NA
"Crossocerus","Crossocerus leucostoma","Hymenoptera","Crabronidae"
"Crossocerus","Crossocerus walkeri","Hymenoptera","Crabronidae"
"Crossocerus","Crossocerus sp1 M PL 053","Hymenoptera","Crabronidae"
"Crossocerus","Crossocerus sp1 M PL 056","Hymenoptera","Crabronidae"
"Crossocerus","Crossocerus affinis","Hymenoptera","Crabronidae"
"Crymodes","Crymodes exulis",NA,NA
"Cryptinae","Cryptinae sp1 M PL 063",NA,NA
"Cryptocephalinae","Cryptocephalinae sp1",NA,NA
"Cryptocephalinae","Cryptocephalinae sp1 M PL 076",NA,NA
"Cryptocephalus","Cryptocephalus perelegans","Coleoptera","Chrysomelidae"
"Cryptocephalus","Cryptocephalus insertus","Coleoptera","Chrysomelidae"
"Cryptocephalus","Cryptocephalus approximatus","Coleoptera","Chrysomelidae"
"Cryptocheilus","Cryptocheilus conicus","Hymenoptera","Pompilidae"
"Cryptocheilus","Cryptocheilus agenioides","Hymenoptera","Pompilidae"
"Cryptocheilus","Cryptocheilus fulgifrons","Hymenoptera","Pompilidae"
"Cryptogonus","Cryptogonus horishanus","Coleoptera","Coccinellidae"
"Cryptogonus","Cryptogonus orbiculus","Coleoptera","Coccinellidae"
"Cryptophagus","Cryptophagus cellaris","Coleoptera","Cryptophagidae"
"Cryptophilus","Cryptophilus sp1 M PL 055","Coleoptera","Erotylidae"
"Cryptorhopalum","Cryptorhopalum triste","Coleoptera","Dermestidae"
"Cryptorhopalum","Cryptorhopalum haemorrhoidale","Coleoptera","Dermestidae"
"Cryptus","Cryptus exulans","Hymenoptera","Ichneumonidae"
"Cryptus","Cryptus persimilis","Hymenoptera","Ichneumonidae"
"Cryptus","Cryptus arcticus","Hymenoptera","Ichneumonidae"
"Cteniopinus","Cteniopinus hypocrita","Coleoptera","Tenebrionidae"
"Ctenucha","Ctenucha sp1 M PL 005","Lepidoptera","Erebidae"
"Culex","Culex nigripes","Diptera","Culicidae"
"Culex","Culex sp1 M PL 035","Diptera","Culicidae"
"Culex","Culex stimulans","Diptera","Culicidae"
"Culicidae","Culicidae sp1 M PL 072",NA,NA
"Culicoides","Culicoides sp1 M PL 010","Diptera","Ceratopogonidae"
"Culicoides","Culicoides sp1 M PL 020","Diptera","Ceratopogonidae"
"Cuneala","Cuneala dahli",NA,NA
"Cuphocera","Cuphocera ruficornis","Diptera","Tachinidae"
